MSA,State,County,pop100,CountyName,MSAName,FMRType,StateName,State_Alpha,Rent50_0,Rent50_1,Rent50_2,Rent50_3,Rent50_4
10000,29,117,14558,Livingston County,,40,Missouri,MO,278,320,414,536,616
10000,29,119,21681,McDonald County,,40,Missouri,MO,274,314,406,527,605
10000,29,121,15762,Macon County,,40,Missouri,MO,292,336,431,561,643
10000,29,123,11800,Madison County,,40,Missouri,MO,274,314,406,527,605
10000,29,125,8903,Maries County,,40,Missouri,MO,274,314,406,527,605
10000,29,127,28289,Marion County,,40,Missouri,MO,274,314,406,527,605
10000,29,129,3757,Mercer County,,40,Missouri,MO,274,314,406,527,605
10000,29,131,23564,Miller County,,40,Missouri,MO,300,361,406,531,627
10000,29,133,13427,Mississippi County,,40,Missouri,MO,274,314,406,527,605
10000,29,135,14827,Moniteau County,,40,Missouri,MO,274,314,406,527,605
10000,29,137,9311,Monroe County,,40,Missouri,MO,274,314,406,527,605
10000,29,139,12136,Montgomery County,,40,Missouri,MO,288,330,424,552,633
10000,29,141,19309,Morgan County,,40,Missouri,MO,274,314,406,527,605
10000,29,143,19760,New Madrid County,,40,Missouri,MO,274,314,406,527,605
10000,29,147,21912,Nodaway County,,40,Missouri,MO,287,347,427,542,653
10000,29,149,10344,Oregon County,,40,Missouri,MO,274,314,406,527,605
10000,29,151,13062,Osage County,,40,Missouri,MO,274,314,406,527,605
10000,29,153,9542,Ozark County,,40,Missouri,MO,274,314,406,527,605
10000,29,155,20047,Pemiscot County,,40,Missouri,MO,274,314,406,527,605
10000,29,157,18132,Perry County,,40,Missouri,MO,329,335,447,596,627
10000,29,159,39403,Pettis County,,40,Missouri,MO,301,353,472,593,710
10000,29,161,39825,Phelps County,,40,Missouri,MO,279,335,428,582,631
10000,29,163,18351,Pike County,,40,Missouri,MO,274,314,406,527,636
10000,29,167,26992,Polk County,,40,Missouri,MO,274,316,406,527,634
10000,29,169,41165,Pulaski County,,40,Missouri,MO,272,382,428,567,632
10000,29,171,5223,Putnam County,,40,Missouri,MO,274,314,406,527,605
10000,29,173,9626,Ralls County,,40,Missouri,MO,274,314,406,527,605
10000,29,175,24663,Randolph County,,40,Missouri,MO,274,314,406,527,605
10000,29,179,6689,Reynolds County,,40,Missouri,MO,274,314,406,527,605
10000,29,181,13509,Ripley County,,40,Missouri,MO,274,314,406,527,605
10000,29,185,9652,St. Clair County,,40,Missouri,MO,274,314,406,527,605
10000,29,186,17842,Ste. Genevieve County,,40,Missouri,MO,272,325,418,534,677
10000,29,187,55641,St. Francois County,,40,Missouri,MO,297,373,472,592,776
10000,29,195,23756,Saline County,,40,Missouri,MO,278,320,425,536,616
10000,29,197,4170,Schuyler County,,40,Missouri,MO,274,314,406,527,605
10000,29,199,4983,Scotland County,,40,Missouri,MO,274,314,406,527,605
10000,29,201,40422,Scott County,,40,Missouri,MO,331,333,446,602,693
10000,29,203,8324,Shannon County,,40,Missouri,MO,274,314,406,527,605
10000,29,205,6799,Shelby County,,40,Missouri,MO,274,314,406,527,605
10000,29,207,29705,Stoddard County,,40,Missouri,MO,274,314,406,527,605
10000,29,209,28658,Stone County,,40,Missouri,MO,314,335,417,531,599
10000,29,211,7219,Sullivan County,,40,Missouri,MO,274,314,406,527,605
10000,29,213,39703,Taney County,,40,Missouri,MO,301,333,436,589,692
10000,29,215,23003,Texas County,,40,Missouri,MO,274,314,406,527,605
10000,29,217,20454,Vernon County,,40,Missouri,MO,274,314,406,540,605
10000,29,221,23344,Washington County,,40,Missouri,MO,322,392,439,549,615
10000,29,223,13259,Wayne County,,40,Missouri,MO,274,314,406,527,605
10000,29,227,2382,Worth County,,40,Missouri,MO,274,314,406,527,605
10000,29,229,17955,Wright County,,40,Missouri,MO,274,314,406,527,605
880,30,111,129352,Yellowstone County,"Billings, MT MSA",40,Montana,MT,390,454,605,814,988
3040,30,13,80357,Cascade County,"Great Falls, MT MSA",40,Montana,MT,382,442,582,758,902
5140,30,63,95802,Missoula County,"Missoula, MT MSA",40,Montana,MT,391,459,610,787,1000
10000,30,1,9202,Beaverhead County,,40,Montana,MT,346,399,527,683,798
10000,30,3,12671,Big Horn County,,40,Montana,MT,346,399,527,683,798
10000,30,5,7009,Blaine County,,40,Montana,MT,346,399,527,683,798
10000,30,7,4385,Broadwater County,,40,Montana,MT,346,399,527,683,851
10000,30,9,9552,Carbon County,,40,Montana,MT,388,454,591,769,897
10000,30,11,1360,Carter County,,40,Montana,MT,346,422,527,683,798
10000,30,15,5970,Chouteau County,,40,Montana,MT,346,399,527,683,798
10000,30,17,11696,Custer County,,40,Montana,MT,346,399,527,683,798
10000,30,19,2017,Daniels County,,40,Montana,MT,346,422,527,683,798
10000,30,21,9059,Dawson County,,40,Montana,MT,346,399,527,683,798
10000,30,23,9417,Deer Lodge County,,40,Montana,MT,346,399,527,683,798
10000,30,25,2837,Fallon County,,40,Montana,MT,346,399,527,683,798
10000,30,27,11893,Fergus County,,40,Montana,MT,346,399,527,683,798
10000,30,29,74471,Flathead County,,40,Montana,MT,340,393,525,733,861
10000,30,31,67831,Gallatin County,,40,Montana,MT,433,506,679,871,1113
10000,30,33,1279,Garfield County,,40,Montana,MT,346,399,527,683,798
10000,30,35,13247,Glacier County,,40,Montana,MT,346,399,527,683,798
10000,30,37,1042,Golden Valley County,,40,Montana,MT,346,421,527,683,798
10000,30,39,2830,Granite County,,40,Montana,MT,346,399,527,683,798
10000,30,41,16673,Hill County,,40,Montana,MT,357,399,527,683,798
10000,30,43,10049,Jefferson County,,40,Montana,MT,364,399,527,683,798
10000,30,45,2329,Judith Basin County,,40,Montana,MT,346,422,527,683,798
10000,30,47,26507,Lake County,,40,Montana,MT,375,399,527,683,798
10000,30,49,55716,Lewis and Clark County,,40,Montana,MT,381,445,591,821,973
10000,30,51,2158,Liberty County,,40,Montana,MT,346,399,527,683,798
10000,30,53,18837,Lincoln County,,40,Montana,MT,375,399,527,683,798
10000,30,55,1977,McCone County,,40,Montana,MT,346,420,527,683,798
10000,30,57,6851,Madison County,,40,Montana,MT,353,399,527,683,798
10000,30,59,1932,Meagher County,,40,Montana,MT,346,422,527,683,798
10000,30,61,3884,Mineral County,,40,Montana,MT,346,399,527,683,816
10000,30,65,4497,Musselshell County,,40,Montana,MT,351,399,527,683,798
10000,30,67,15694,Park County,,40,Montana,MT,346,399,527,683,808
10000,30,69,493,Petroleum County,,40,Montana,MT,346,399,527,683,798
10000,30,71,4601,Phillips County,,40,Montana,MT,346,399,527,683,798
10000,30,73,6424,Pondera County,,40,Montana,MT,346,421,527,683,798
10000,30,75,1858,Powder River County,,40,Montana,MT,346,404,527,683,798
10000,30,77,7180,Powell County,,40,Montana,MT,351,399,527,683,798
10000,30,79,1199,Prairie County,,40,Montana,MT,346,399,527,683,798
10000,30,81,36070,Ravalli County,,40,Montana,MT,346,399,527,683,798
10000,30,83,9667,Richland County,,40,Montana,MT,346,431,527,683,798
10000,30,85,10620,Roosevelt County,,40,Montana,MT,361,399,527,683,798
10000,30,87,9383,Rosebud County,,40,Montana,MT,346,399,527,683,798
10000,30,89,10227,Sanders County,,40,Montana,MT,346,399,527,683,798
10000,30,91,4105,Sheridan County,,40,Montana,MT,356,399,527,683,798
10000,30,93,34606,Silver Bow County,,40,Montana,MT,346,399,527,683,798
10000,30,95,8195,Stillwater County,,40,Montana,MT,353,399,527,683,798
10000,30,97,3609,Sweet Grass County,,40,Montana,MT,372,399,527,683,798
10000,30,99,6445,Teton County,,40,Montana,MT,346,399,527,683,798
10000,30,101,5267,Toole County,,40,Montana,MT,353,399,527,683,798
10000,30,103,861,Treasure County,,40,Montana,MT,346,399,527,683,798
10000,30,105,7675,Valley County,,40,Montana,MT,346,399,527,683,798
10000,30,107,2259,Wheatland County,,40,Montana,MT,346,399,527,683,798
10000,30,109,1068,Wibaux County,,40,Montana,MT,346,422,527,683,798
4360,31,109,250291,Lancaster County,"Lincoln, NE MSA",40,Nebraska,NE,354,453,598,793,927
5920,31,25,24334,Cass County,"Omaha, NE--IA MSA",40,Nebraska,NE,384,526,664,870,977
5920,31,55,463585,Douglas County,"Omaha, NE--IA MSA",40,Nebraska,NE,384,526,664,870,977
5920,31,153,122595,Sarpy County,"Omaha, NE--IA MSA",40,Nebraska,NE,384,526,664,870,977
5920,31,177,18780,Washington County,"Omaha, NE--IA MSA",40,Nebraska,NE,384,526,664,870,977
7720,31,43,20253,Dakota County,"Sioux City, IA--NE MSA",40,Nebraska,NE,402,483,602,751,858
10000,31,1,31151,Adams County,,40,Nebraska,NE,285,383,505,634,758
10000,31,3,7452,Antelope County,,40,Nebraska,NE,269,364,442,568,643
10000,31,5,444,Arthur County,,40,Nebraska,NE,269,346,442,565,643
10000,31,7,819,Banner County,,40,Nebraska,NE,269,346,442,566,643
10000,31,9,583,Blaine County,,40,Nebraska,NE,269,346,442,565,643
10000,31,11,6259,Boone County,,40,Nebraska,NE,269,346,442,565,669
10000,31,13,12158,Box Butte County,,40,Nebraska,NE,292,346,442,566,668
10000,31,15,2438,Boyd County,,40,Nebraska,NE,269,361,442,565,643
10000,31,17,3525,Brown County,,40,Nebraska,NE,269,346,442,565,656
10000,31,19,42259,Buffalo County,,40,Nebraska,NE,290,420,526,656,794
10000,31,21,7791,Burt County,,40,Nebraska,NE,269,346,442,565,643
10000,31,23,8767,Butler County,,40,Nebraska,NE,269,346,442,565,643
10000,31,27,9615,Cedar County,,40,Nebraska,NE,269,346,442,565,643
10000,31,29,4068,Chase County,,40,Nebraska,NE,269,366,442,565,675
10000,31,31,6148,Cherry County,,40,Nebraska,NE,269,364,442,568,669
10000,31,33,9830,Cheyenne County,,40,Nebraska,NE,301,346,442,565,643
10000,31,35,7039,Clay County,,40,Nebraska,NE,269,346,442,565,643
10000,31,37,10441,Colfax County,,40,Nebraska,NE,293,360,442,565,643
10000,31,39,10203,Cuming County,,40,Nebraska,NE,269,366,442,565,643
10000,31,41,11793,Custer County,,40,Nebraska,NE,301,349,442,565,668
10000,31,45,9060,Dawes County,,40,Nebraska,NE,288,346,442,570,673
10000,31,47,24365,Dawson County,,40,Nebraska,NE,295,360,442,570,643
10000,31,49,2098,Deuel County,,40,Nebraska,NE,269,346,442,565,643
10000,31,51,6339,Dixon County,,40,Nebraska,NE,300,346,442,565,643
10000,31,53,36160,Dodge County,,40,Nebraska,NE,268,346,455,599,642
10000,31,57,2292,Dundy County,,40,Nebraska,NE,269,346,442,565,643
10000,31,59,6634,Fillmore County,,40,Nebraska,NE,269,346,442,565,643
10000,31,61,3574,Franklin County,,40,Nebraska,NE,269,346,442,571,643
10000,31,63,3099,Frontier County,,40,Nebraska,NE,302,346,442,565,643
10000,31,65,5324,Furnas County,,40,Nebraska,NE,269,346,442,565,669
10000,31,67,22993,Gage County,,40,Nebraska,NE,271,351,455,578,649
10000,31,69,2292,Garden County,,40,Nebraska,NE,269,360,442,568,673
10000,31,71,1902,Garfield County,,40,Nebraska,NE,269,346,442,565,643
10000,31,73,2143,Gosper County,,40,Nebraska,NE,269,346,442,565,650
10000,31,75,747,Grant County,,40,Nebraska,NE,269,346,442,565,643
10000,31,77,2714,Greeley County,,40,Nebraska,NE,269,346,442,565,653
10000,31,79,53534,Hall County,,40,Nebraska,NE,329,433,577,759,851
10000,31,81,9403,Hamilton County,,40,Nebraska,NE,269,346,442,570,643
10000,31,83,3786,Harlan County,,40,Nebraska,NE,269,346,442,566,643
10000,31,85,1068,Hayes County,,40,Nebraska,NE,269,362,442,565,669
10000,31,87,3111,Hitchcock County,,40,Nebraska,NE,269,346,442,565,643
10000,31,89,11551,Holt County,,40,Nebraska,NE,269,346,442,565,643
10000,31,91,783,Hooker County,,40,Nebraska,NE,269,362,442,566,643
10000,31,93,6567,Howard County,,40,Nebraska,NE,269,346,442,565,643
10000,31,95,8333,Jefferson County,,40,Nebraska,NE,269,346,442,565,643
10000,31,97,4488,Johnson County,,40,Nebraska,NE,269,351,442,565,643
10000,31,99,6882,Kearney County,,40,Nebraska,NE,269,346,442,565,673
10000,31,101,8875,Keith County,,40,Nebraska,NE,269,346,442,565,643
10000,31,103,983,Keya Paha County,,40,Nebraska,NE,269,346,442,565,643
10000,31,105,4089,Kimball County,,40,Nebraska,NE,269,346,442,566,673
10000,31,107,9374,Knox County,,40,Nebraska,NE,269,359,442,565,643
10000,31,111,34632,Lincoln County,,40,Nebraska,NE,275,360,442,565,643
10000,31,113,774,Logan County,,40,Nebraska,NE,269,346,442,565,674
10000,31,115,712,Loup County,,40,Nebraska,NE,269,346,442,565,672
10000,31,117,533,McPherson County,,40,Nebraska,NE,269,346,442,566,643
10000,31,119,35226,Madison County,,40,Nebraska,NE,270,356,471,610,744
10000,31,121,8204,Merrick County,,40,Nebraska,NE,269,346,442,565,643
10000,31,123,5440,Morrill County,,40,Nebraska,NE,269,349,442,565,669
10000,31,125,4038,Nance County,,40,Nebraska,NE,269,346,442,565,643
10000,31,127,7576,Nemaha County,,40,Nebraska,NE,269,346,442,565,643
10000,31,129,5057,Nuckolls County,,40,Nebraska,NE,269,346,442,565,643
10000,31,131,15396,Otoe County,,40,Nebraska,NE,269,346,442,565,674
10000,31,133,3087,Pawnee County,,40,Nebraska,NE,269,346,442,570,643
10000,31,135,3200,Perkins County,,40,Nebraska,NE,269,346,442,565,643
10000,31,137,9747,Phelps County,,40,Nebraska,NE,301,346,442,566,673
10000,31,139,7857,Pierce County,,40,Nebraska,NE,269,346,442,565,643
10000,31,141,31662,Platte County,,40,Nebraska,NE,269,346,442,616,643
10000,31,143,5639,Polk County,,40,Nebraska,NE,269,346,442,565,643
10000,31,145,11448,Red Willow County,,40,Nebraska,NE,269,346,442,565,653
10000,31,147,9531,Richardson County,,40,Nebraska,NE,269,346,442,565,643
10000,31,149,1756,Rock County,,40,Nebraska,NE,269,354,442,565,643
10000,31,151,13843,Saline County,,40,Nebraska,NE,269,361,442,565,643
10000,31,155,19830,Saunders County,,40,Nebraska,NE,269,346,442,565,643
10000,31,157,36951,Scotts Bluff County,,40,Nebraska,NE,272,358,454,563,667
10000,31,159,16496,Seward County,,40,Nebraska,NE,341,354,461,577,656
10000,31,161,6198,Sheridan County,,40,Nebraska,NE,269,346,442,565,644
10000,31,163,3318,Sherman County,,40,Nebraska,NE,269,349,442,565,674
10000,31,165,1475,Sioux County,,40,Nebraska,NE,269,346,442,565,673
10000,31,167,6455,Stanton County,,40,Nebraska,NE,269,346,442,565,643
10000,31,169,6055,Thayer County,,40,Nebraska,NE,269,364,442,565,643
10000,31,171,729,Thomas County,,40,Nebraska,NE,269,346,442,565,643
10000,31,173,7171,Thurston County,,40,Nebraska,NE,269,346,442,565,643
10000,31,175,4647,Valley County,,40,Nebraska,NE,269,346,442,565,643
10000,31,179,9851,Wayne County,,40,Nebraska,NE,307,346,442,565,669
10000,31,181,4061,Webster County,,40,Nebraska,NE,269,346,442,565,643
10000,31,183,886,Wheeler County,,40,Nebraska,NE,269,346,442,566,643
10000,31,185,14598,York County,,40,Nebraska,NE,271,349,451,570,648
4120,32,3,1375765,Clark County,"Las Vegas, NV--AZ MSA",50,Nevada,NV,606,719,856,1191,1407
4120,32,23,32485,Nye County,"Las Vegas, NV--AZ MSA",50,Nevada,NV,606,719,856,1191,1407
6720,32,31,339486,Washoe County,"Reno, NV MSA",40,Nevada,NV,580,672,865,1204,1423
10000,32,1,23982,Churchill County,,40,Nevada,NV,510,519,693,954,1134
10000,32,5,41259,Douglas County,,40,Nevada,NV,470,685,860,1195,1328
10000,32,7,45291,Elko County,,40,Nevada,NV,466,534,711,939,1169
10000,32,9,971,Esmeralda County,,40,Nevada,NV,494,616,694,865,969
10000,32,11,1651,Eureka County,,40,Nevada,NV,387,631,710,884,989
10000,32,13,16106,Humboldt County,,40,Nevada,NV,552,580,699,917,979
10000,32,15,5794,Lander County,,40,Nevada,NV,380,588,691,863,1131
10000,32,17,4165,Lincoln County,,40,Nevada,NV,384,577,704,881,986
10000,32,19,34501,Lyon County,,40,Nevada,NV,449,538,691,961,1132
10000,32,21,5071,Mineral County,,40,Nevada,NV,388,529,704,924,1155
10000,32,27,6693,Pershing County,,40,Nevada,NV,527,534,711,889,1018
10000,32,29,3399,Storey County,,40,Nevada,NV,535,542,712,991,1171
10000,32,33,9181,White Pine County,,40,Nevada,NV,377,519,691,932,979
10000,32,510,52457,Carson City,,40,Nevada,NV,397,542,726,1009,1190
1120,33,15,8778,Rockingham County,"Boston, MA--NH PMSA",40,New Hampshire,NH,1077,1214,1518,1899,2229
4160,33,15,131357,Rockingham County,"Lawrence, MA--NH PMSA",40,New Hampshire,NH,668,807,1016,1269,1560
4560,33,11,10914,Hillsborough County,"Lowell, MA--NH PMSA",40,New Hampshire,NH,728,941,1138,1425,1593
4760,33,11,149985,Hillsborough County,"Manchester, NH PMSA",40,New Hampshire,NH,531,757,944,1181,1324
4760,33,13,16564,Merrimack County,"Manchester, NH PMSA",40,New Hampshire,NH,531,757,944,1181,1324
4760,33,15,31829,Rockingham County,"Manchester, NH PMSA",40,New Hampshire,NH,531,757,944,1181,1324
5350,33,11,190949,Hillsborough County,"Nashua, NH PMSA",40,New Hampshire,NH,627,874,1083,1474,1753
6450,33,15,94376,Rockingham County,"Portsmouth--Rochester, NH--ME PMSA",40,New Hampshire,NH,644,771,991,1272,1559
6450,33,17,104947,Strafford County,"Portsmouth--Rochester, NH--ME PMSA",40,New Hampshire,NH,644,771,991,1272,1559
10000,33,1,56325,Belknap County,,40,New Hampshire,NH,502,580,763,1031,1252
10000,33,3,43666,Carroll County,,40,New Hampshire,NH,422,578,772,967,1205
10000,33,5,73825,Cheshire County,,40,New Hampshire,NH,522,619,792,1032,1222
10000,33,7,33111,Coos County,,40,New Hampshire,NH,359,438,561,732,866
10000,33,9,81743,Grafton County,,40,New Hampshire,NH,462,558,742,960,1212
10000,33,11,28993,Hillsborough County,,40,New Hampshire,NH,490,612,815,1078,1298
10000,33,13,119661,Merrimack County,,40,New Hampshire,NH,515,617,769,986,1099
10000,33,15,11019,Rockingham County,,40,New Hampshire,NH,535,626,839,1163,1342
10000,33,17,7286,Strafford County,,40,New Hampshire,NH,473,643,858,1075,1204
10000,33,19,40458,Sullivan County,,40,New Hampshire,NH,497,505,656,862,920
560,34,1,252552,Atlantic County,"Atlantic--Cape May, NJ PMSA",40,New Jersey,NJ,592,674,896,1122,1283
560,34,9,102326,Cape May County,"Atlantic--Cape May, NJ PMSA",40,New Jersey,NJ,592,674,896,1122,1283
875,34,3,884118,Bergen County,"Bergen--Passaic, NJ PMSA",50,New Jersey,NJ,793,967,1133,1510,1862
875,34,31,489049,Passaic County,"Bergen--Passaic, NJ PMSA",50,New Jersey,NJ,793,967,1133,1510,1862
3640,34,17,608975,Hudson County,"Jersey City, NJ PMSA",40,New Jersey,NJ,826,975,1135,1443,1588
5015,34,19,121989,Hunterdon County,"Middlesex--Somerset--Hunterdon, NJ PMSA",40,New Jersey,NJ,905,992,1238,1681,1941
5015,34,23,750162,Middlesex County,"Middlesex--Somerset--Hunterdon, NJ PMSA",40,New Jersey,NJ,905,992,1238,1681,1941
5015,34,35,297490,Somerset County,"Middlesex--Somerset--Hunterdon, NJ PMSA",40,New Jersey,NJ,905,992,1238,1681,1941
5190,34,25,615301,Monmouth County,"Monmouth--Ocean, NJ PMSA",40,New Jersey,NJ,711,851,1080,1435,1683
5190,34,29,510916,Ocean County,"Monmouth--Ocean, NJ PMSA",40,New Jersey,NJ,711,851,1080,1435,1683
5640,34,13,793633,Essex County,"Newark, NJ PMSA",50,New Jersey,NJ,640,819,987,1242,1569
5640,34,27,470212,Morris County,"Newark, NJ PMSA",50,New Jersey,NJ,640,819,987,1242,1569
5640,34,37,144166,Sussex County,"Newark, NJ PMSA",50,New Jersey,NJ,640,819,987,1242,1569
5640,34,39,522541,Union County,"Newark, NJ PMSA",50,New Jersey,NJ,640,819,987,1242,1569
5640,34,41,102437,Warren County,"Newark, NJ PMSA",50,New Jersey,NJ,640,819,987,1242,1569
6160,34,5,423394,Burlington County,"Philadelphia, PA--NJ PMSA",50,New Jersey,NJ,587,721,892,1115,1399
6160,34,7,508932,Camden County,"Philadelphia, PA--NJ PMSA",50,New Jersey,NJ,587,721,892,1115,1399
6160,34,15,254673,Gloucester County,"Philadelphia, PA--NJ PMSA",50,New Jersey,NJ,587,721,892,1115,1399
6160,34,33,64285,Salem County,"Philadelphia, PA--NJ PMSA",50,New Jersey,NJ,587,721,892,1115,1399
8480,34,21,350761,Mercer County,"Trenton, NJ PMSA",40,New Jersey,NJ,609,848,1034,1401,1691
8760,34,11,146438,Cumberland County,"Vineland--Millville--Bridgeton, NJ PMSA",40,New Jersey,NJ,563,686,826,1030,1159
200,35,1,556678,Bernalillo County,"Albuquerque, NM MSA",50,New Mexico,NM,451,539,673,928,1096
200,35,43,89908,Sandoval County,"Albuquerque, NM MSA",50,New Mexico,NM,451,539,673,928,1096
200,35,61,66152,Valencia County,"Albuquerque, NM MSA",50,New Mexico,NM,451,539,673,928,1096
4100,35,13,174682,Dona Ana County,"Las Cruces, NM MSA",40,New Mexico,NM,333,419,498,682,804
7490,35,28,18343,Los Alamos County,"Santa Fe, NM MSA",40,New Mexico,NM,481,680,840,1128,1278
7490,35,49,129292,Santa Fe County,"Santa Fe, NM MSA",40,New Mexico,NM,481,680,840,1128,1278
10000,35,3,3543,Catron County,,40,New Mexico,NM,311,363,450,606,684
10000,35,5,61382,Chaves County,,40,New Mexico,NM,311,352,464,640,682
10000,35,6,25595,Cibola County,,40,New Mexico,NM,323,353,450,606,684
10000,35,7,14189,Colfax County,,40,New Mexico,NM,311,360,450,606,684
10000,35,9,45044,Curry County,,40,New Mexico,NM,304,352,460,591,667
10000,35,11,2240,De Baca County,,40,New Mexico,NM,311,353,450,606,684
10000,35,15,51658,Eddy County,,40,New Mexico,NM,319,352,450,606,704
10000,35,17,31002,Grant County,,40,New Mexico,NM,381,434,555,745,841
10000,35,19,4680,Guadalupe County,,40,New Mexico,NM,311,352,450,606,688
10000,35,21,810,Harding County,,40,New Mexico,NM,311,352,450,606,684
10000,35,23,5932,Hidalgo County,,40,New Mexico,NM,311,352,450,606,684
10000,35,25,55511,Lea County,,40,New Mexico,NM,311,352,450,606,684
10000,35,27,19411,Lincoln County,,40,New Mexico,NM,354,362,478,629,788
10000,35,29,25016,Luna County,,40,New Mexico,NM,341,375,480,644,727
10000,35,31,74798,McKinley County,,40,New Mexico,NM,314,392,500,623,699
10000,35,33,5180,Mora County,,40,New Mexico,NM,311,352,450,606,684
10000,35,35,62298,Otero County,,40,New Mexico,NM,311,352,450,627,684
10000,35,37,10155,Quay County,,40,New Mexico,NM,316,456,513,643,719
10000,35,39,41190,Rio Arriba County,,40,New Mexico,NM,363,372,457,606,684
10000,35,41,18018,Roosevelt County,,40,New Mexico,NM,311,352,450,606,684
10000,35,45,113801,San Juan County,,40,New Mexico,NM,342,366,457,635,753
10000,35,47,30126,San Miguel County,,40,New Mexico,NM,346,355,468,611,690
10000,35,51,13270,Sierra County,,40,New Mexico,NM,311,352,450,606,684
10000,35,53,18078,Socorro County,,40,New Mexico,NM,311,352,450,606,702
10000,35,55,29979,Taos County,,40,New Mexico,NM,535,541,722,903,1188
10000,35,57,16911,Torrance County,,40,New Mexico,NM,340,368,450,606,684
10000,35,59,4174,Union County,,40,New Mexico,NM,311,379,450,606,684
160,36,1,294565,Albany County,"Albany--Schenectady--Troy, NY MSA",40,New York,NY,444,548,673,844,943
160,36,57,49708,Montgomery County,"Albany--Schenectady--Troy, NY MSA",40,New York,NY,444,548,673,844,943
160,36,83,152538,Rensselaer County,"Albany--Schenectady--Troy, NY MSA",40,New York,NY,444,548,673,844,943
160,36,91,200635,Saratoga County,"Albany--Schenectady--Troy, NY MSA",40,New York,NY,444,548,673,844,943
160,36,93,146555,Schenectady County,"Albany--Schenectady--Troy, NY MSA",40,New York,NY,444,548,673,844,943
160,36,95,31582,Schoharie County,"Albany--Schenectady--Troy, NY MSA",40,New York,NY,444,548,673,844,943
960,36,7,200536,Broome County,"Binghamton, NY MSA",40,New York,NY,398,447,558,707,794
960,36,107,51784,Tioga County,"Binghamton, NY MSA",40,New York,NY,398,447,558,707,794
1280,36,29,950265,Erie County,"Buffalo--Niagara Falls, NY MSA",50,New York,NY,437,517,624,778,873
1280,36,63,219846,Niagara County,"Buffalo--Niagara Falls, NY MSA",50,New York,NY,437,517,624,778,873
2281,36,27,280150,Dutchess County,"Dutchess County, NY PMSA",40,New York,NY,701,889,1101,1429,1670
2335,36,15,91070,Chemung County,"Elmira, NY MSA",40,New York,NY,400,449,552,699,833
2975,36,113,63303,Warren County,"Glens Falls, NY MSA",40,New York,NY,391,509,621,778,869
2975,36,115,61042,Washington County,"Glens Falls, NY MSA",40,New York,NY,391,509,621,778,869
3610,36,13,139750,Chautauqua County,"Jamestown, NY MSA",40,New York,NY,398,447,538,695,795
5380,36,59,1334544,Nassau County,"Nassau--Suffolk, NY PMSA",40,New York,NY,966,1163,1419,1976,2117
5380,36,103,1419369,Suffolk County,"Nassau--Suffolk, NY PMSA",40,New York,NY,966,1163,1419,1976,2117
5600,36,5,1332650,Bronx County,"New York, NY PMSA",40,New York,NY,936,1041,1184,1480,1659
5600,36,47,2465326,Kings County,"New York, NY PMSA",40,New York,NY,936,1041,1184,1480,1659
5600,36,61,1537195,New York County,"New York, NY PMSA",40,New York,NY,936,1041,1184,1480,1659
5600,36,79,95745,Putnam County,"New York, NY PMSA",40,New York,NY,936,1041,1184,1480,1659
5600,36,81,2229379,Queens County,"New York, NY PMSA",40,New York,NY,936,1041,1184,1480,1659
5600,36,85,443728,Richmond County,"New York, NY PMSA",40,New York,NY,936,1041,1184,1480,1659
5600,36,87,286753,Rockland County,"New York, NY PMSA",40,New York,NY,936,1041,1184,1480,1659
5601,36,119,923459,Westchester County,Westchester County MSA*,40,New York,NY,878,1145,1395,1811,2163
5660,36,71,341367,Orange County,"Newburgh, NY--PA PMSA",40,New York,NY,573,742,910,1154,1316
6840,36,37,60370,Genesee County,"Rochester, NY MSA",40,New York,NY,424,552,669,859,938
6840,36,51,64328,Livingston County,"Rochester, NY MSA",40,New York,NY,424,552,669,859,938
6840,36,55,735343,Monroe County,"Rochester, NY MSA",40,New York,NY,424,552,669,859,938
6840,36,69,100224,Ontario County,"Rochester, NY MSA",40,New York,NY,424,552,669,859,938
6840,36,73,44171,Orleans County,"Rochester, NY MSA",40,New York,NY,424,552,669,859,938
6840,36,117,93765,Wayne County,"Rochester, NY MSA",40,New York,NY,424,552,669,859,938
8160,36,11,81963,Cayuga County,"Syracuse, NY MSA",40,New York,NY,422,508,629,803,890
8160,36,53,69441,Madison County,"Syracuse, NY MSA",40,New York,NY,422,508,629,803,890
8160,36,67,458336,Onondaga County,"Syracuse, NY MSA",40,New York,NY,422,508,629,803,890
8160,36,75,122377,Oswego County,"Syracuse, NY MSA",40,New York,NY,422,508,629,803,890
8680,36,43,64427,Herkimer County,"Utica--Rome, NY MSA",40,New York,NY,398,447,538,695,795
8680,36,65,235469,Oneida County,"Utica--Rome, NY MSA",40,New York,NY,398,447,538,695,795
10000,36,3,49927,Allegany County,,40,New York,NY,399,447,539,696,796
10000,36,9,83955,Cattaraugus County,,40,New York,NY,399,447,539,696,796
10000,36,17,51401,Chenango County,,40,New York,NY,425,447,539,696,796
10000,36,19,79894,Clinton County,,40,New York,NY,411,461,598,747,837
10000,36,21,63094,Columbia County,,40,New York,NY,503,528,678,887,949
10000,36,23,48599,Cortland County,,40,New York,NY,392,468,586,732,867
10000,36,25,48055,Delaware County,,40,New York,NY,399,447,539,696,856
10000,36,31,38851,Essex County,,40,New York,NY,392,447,561,702,784
10000,36,33,51134,Franklin County,,40,New York,NY,399,447,539,696,796
