Code,Code,Code,County Name/State Abbreviation,Year,Force,Employed,Unemployed,(%)
CN021000,02,100,"Haines Borough, AK",2001,"1,248     ","1,128     ",120     ,9.6     
CN021100,02,110,"Juneau Borough/city, AK",2001,"18,005     ","17,185     ",820     ,4.6     
CN021220,02,122,"Kenai Peninsula Borough, AK",2001,"24,323     ","22,390     ","1,933     ",7.9     
CN021300,02,130,"Ketchikan Gateway Borough, AK",2001,"8,135     ","7,607     ",528     ,6.5     
CN021500,02,150,"Kodiak Island Borough, AK",2001,"6,439     ","5,887     ",552     ,8.6     
CN021640,02,164,"Lake and Peninsula Borough, AK",2001,965     ,906     ,59     ,6.1     
CN021700,02,170,"Matanuska-Susitna Borough, AK",2001,"29,869     ","27,810     ","2,059     ",6.9     
CN021800,02,180,"Nome Census Area, AK",2001,"3,689     ","3,340     ",349     ,9.5     
CN021850,02,185,"North Slope Borough, AK",2001,"3,710     ","3,441     ",269     ,7.3     
CN021880,02,188,"Northwest Arctic Borough, AK",2001,"3,021     ","2,731     ",290     ,9.6     
CN022010,02,201,"Prince of Wales-Outer Ketchikan Census Area, AK",2001,"2,354     ","2,004     ",350     ,14.9     
CN022200,02,220,"Sitka Borough/city, AK",2001,"4,476     ","4,270     ",206     ,4.6     
CN022310,02,232,"Skagway-Hoonah-Angoon Census Area, AK",2001,"1,836     ","1,627     ",209     ,11.4     
CN022400,02,240,"Southeast Fairbanks Census Area, AK",2001,"2,122     ","1,855     ",267     ,12.6     
CN022610,02,261,"Valdez-Cordova Census Area, AK",2001,"5,075     ","4,648     ",427     ,8.4     
CN022700,02,270,"Wade Hampton Census Area, AK",2001,"2,337     ","1,985     ",352     ,15.1     
CN022800,02,280,"Wrangell-Petersburg Census Area, AK",2001,"3,034     ","2,733     ",301     ,9.9     
CN022820,02,282,"Yakutat Borough, AK",2001,329     ,301     ,28     ,8.5     
CN022900,02,290,"Yukon-Koyukuk Census Area, AK",2001,"2,738     ","2,447     ",291     ,10.6     
PA040800,04,001,"Apache County, AZ",2001,"19,167     ","17,308     ","1,859     ",9.7     
PA040400,04,003,"Cochise County, AZ",2001,"50,114     ","47,681     ","2,433     ",4.9     
PA040600,04,005,"Coconino County, AZ",2001,"63,422     ","60,374     ","3,048     ",4.8     
CN040070,04,007,"Gila County, AZ",2001,"20,316     ","19,155     ","1,161     ",5.7     
CN040090,04,009,"Graham County, AZ",2001,"11,879     ","11,123     ",756     ,6.4     
CN040110,04,011,"Greenlee County, AZ",2001,"3,810     ","3,534     ",276     ,7.2     
CN040120,04,012,"La Paz County, AZ",2001,"6,988     ","6,534     ",454     ,6.5     
CN040130,04,013,"Maricopa County, AZ",2001,"1,649,297     ","1,580,827     ","68,470     ",4.2     
PA040900,04,015,"Mohave County, AZ",2001,"72,444     ","69,078     ","3,366     ",4.6     
PA040550,04,017,"Navajo County, AZ",2001,"35,034     ","32,343     ","2,691     ",7.7     
CN040190,04,019,"Pima County, AZ",2001,"413,395     ","395,521     ","17,874     ",4.3     
PA040450,04,021,"Pinal County, AZ",2001,"71,629     ","67,786     ","3,843     ",5.4     
CN040230,04,023,"Santa Cruz County, AZ",2001,"14,964     ","13,652     ","1,312     ",8.8     
PA040700,04,025,"Yavapai County, AZ",2001,"77,647     ","74,365     ","3,282     ",4.2     
PA040500,04,027,"Yuma County, AZ",2001,"64,871     ","54,172     ","10,699     ",16.5     
CN050010,05,001,"Arkansas County, AR",2001,"10,240     ","9,785     ",455     ,4.4     
CN050030,05,003,"Ashley County, AR",2001,"10,260     ","9,526     ",734     ,7.2     
CN050050,05,005,"Baxter County, AR",2001,"15,997     ","15,161     ",836     ,5.2     
PA050250,05,007,"Benton County, AR",2001,"79,728     ","77,464     ","2,264     ",2.8     
CN050090,05,009,"Boone County, AR",2001,"15,994     ","15,198     ",796     ,5.0     
CN050110,05,011,"Bradley County, AR",2001,"5,247     ","4,886     ",361     ,6.9     
CN050130,05,013,"Calhoun County, AR",2001,"2,508     ","2,372     ",136     ,5.4     
CN050150,05,015,"Carroll County, AR",2001,"12,880     ","12,375     ",505     ,3.9     
CN050170,05,017,"Chicot County, AR",2001,"5,365     ","4,913     ",452     ,8.4     
CN050190,05,019,"Clark County, AR",2001,"11,201     ","10,704     ",497     ,4.4     
CN050210,05,021,"Clay County, AR",2001,"7,751     ","7,231     ",520     ,6.7     
CN050230,05,023,"Cleburne County, AR",2001,"10,705     ","10,220     ",485     ,4.5     
CN050250,05,025,"Cleveland County, AR",2001,"3,899     ","3,687     ",212     ,5.4     
CN050270,05,027,"Columbia County, AR",2001,"11,026     ","10,478     ",548     ,5.0     
CN050290,05,029,"Conway County, AR",2001,"9,328     ","8,890     ",438     ,4.7     
PA050300,05,031,"Craighead County, AR",2001,"41,757     ","39,904     ","1,853     ",4.4     
CN050330,05,033,"Crawford County, AR",2001,"24,838     ","23,856     ",982     ,4.0     
PA050700,05,035,"Crittenden County, AR",2001,"21,453     ","20,384     ","1,069     ",5.0     
CN050370,05,037,"Cross County, AR",2001,"8,487     ","8,012     ",475     ,5.6     
CN050390,05,039,"Dallas County, AR",2001,"3,769     ","3,520     ",249     ,6.6     
CN050410,05,041,"Desha County, AR",2001,"6,199     ","5,686     ",513     ,8.3     
CN050430,05,043,"Drew County, AR",2001,"8,411     ","7,720     ",691     ,8.2     
CN050450,05,045,"Faulkner County, AR",2001,"46,049     ","44,065     ","1,984     ",4.3     
CN050470,05,047,"Franklin County, AR",2001,"8,031     ","7,740     ",291     ,3.6     
CN050490,05,049,"Fulton County, AR",2001,"4,905     ","4,667     ",238     ,4.9     
PA050400,05,051,"Garland County, AR",2001,"37,774     ","36,041     ","1,733     ",4.6     
CN050530,05,053,"Grant County, AR",2001,"8,125     ","7,724     ",401     ,4.9     
CN050550,05,055,"Greene County, AR",2001,"17,377     ","16,212     ","1,165     ",6.7     
CN050570,05,057,"Hempstead County, AR",2001,"10,895     ","10,409     ",486     ,4.5     
CN050590,05,059,"Hot Spring County, AR",2001,"14,081     ","13,380     ",701     ,5.0     
CN050610,05,061,"Howard County, AR",2001,"6,400     ","6,076     ",324     ,5.1     
CN050630,05,063,"Independence County, AR",2001,"16,910     ","16,021     ",889     ,5.3     
CN050650,05,065,"Izard County, AR",2001,"5,047     ","4,766     ",281     ,5.6     
CN050670,05,067,"Jackson County, AR",2001,"7,643     ","7,093     ",550     ,7.2     
CN050690,05,069,"Jefferson County, AR",2001,"35,471     ","33,145     ","2,326     ",6.6     
CN050710,05,071,"Johnson County, AR",2001,"10,080     ","9,622     ",458     ,4.5     
CN050730,05,073,"Lafayette County, AR",2001,"3,423     ","3,255     ",168     ,4.9     
CN050750,05,075,"Lawrence County, AR",2001,"7,760     ","7,270     ",490     ,6.3     
CN050770,05,077,"Lee County, AR",2001,"3,793     ","3,460     ",333     ,8.8     
CN050790,05,079,"Lincoln County, AR",2001,"5,011     ","4,667     ",344     ,6.9     
CN050810,05,081,"Little River County, AR",2001,"6,336     ","6,087     ",249     ,3.9     
CN050830,05,083,"Logan County, AR",2001,"9,724     ","9,254     ",470     ,4.8     
CN050850,05,085,"Lonoke County, AR",2001,"26,515     ","25,544     ",971     ,3.7     
CN050870,05,087,"Madison County, AR",2001,"7,016     ","6,787     ",229     ,3.3     
CN050890,05,089,"Marion County, AR",2001,"6,522     ","6,176     ",346     ,5.3     
CN050910,05,091,"Miller County, AR",2001,"17,982     ","17,201     ",781     ,4.3     
PA050500,05,093,"Mississippi County, AR",2001,"22,010     ","19,668     ","2,342     ",10.6     
CN050950,05,095,"Monroe County, AR",2001,"3,987     ","3,747     ",240     ,6.0     
CN050970,05,097,"Montgomery County, AR",2001,"4,068     ","3,887     ",181     ,4.4     
CN050990,05,099,"Nevada County, AR",2001,"4,512     ","4,306     ",206     ,4.6     
CN051010,05,101,"Newton County, AR",2001,"3,619     ","3,432     ",187     ,5.2     
CN051030,05,103,"Ouachita County, AR",2001,"12,289     ","11,424     ",865     ,7.0     
CN051050,05,105,"Perry County, AR",2001,"4,771     ","4,526     ",245     ,5.1     
CN051070,05,107,"Phillips County, AR",2001,"9,373     ","8,680     ",693     ,7.4     
CN051090,05,109,"Pike County, AR",2001,"5,341     ","5,104     ",237     ,4.4     
CN051110,05,111,"Poinsett County, AR",2001,"11,296     ","10,513     ",783     ,6.9     
CN051130,05,113,"Polk County, AR",2001,"8,930     ","8,526     ",404     ,4.5     
CN051150,05,115,"Pope County, AR",2001,"26,514     ","25,399     ","1,115     ",4.2     
CN051170,05,117,"Prairie County, AR",2001,"4,352     ","4,161     ",191     ,4.4     
CN051190,05,119,"Pulaski County, AR",2001,"182,100     ","174,660     ","7,440     ",4.1     
CN051210,05,121,"Randolph County, AR",2001,"8,141     ","7,586     ",555     ,6.8     
CN051230,05,123,"St. Francis County, AR",2001,"10,700     ","9,905     ",795     ,7.4     
PA050800,05,125,"Saline County, AR",2001,"42,618     ","41,121     ","1,497     ",3.5     
CN051270,05,127,"Scott County, AR",2001,"4,773     ","4,585     ",188     ,3.9     
CN051290,05,129,"Searcy County, AR",2001,"3,223     ","3,066     ",157     ,4.9     
CN051310,05,131,"Sebastian County, AR",2001,"56,224     ","54,085     ","2,139     ",3.8     
CN051330,05,133,"Sevier County, AR",2001,"7,282     ","6,987     ",295     ,4.1     
CN051350,05,135,"Sharp County, AR",2001,"6,471     ","6,088     ",383     ,5.9     
CN051370,05,137,"Stone County, AR",2001,"4,466     ","4,226     ",240     ,5.4     
CN051390,05,139,"Union County, AR",2001,"20,157     ","19,170     ",987     ,4.9     
CN051410,05,141,"Van Buren County, AR",2001,"6,748     ","6,347     ",401     ,5.9     
CN051430,05,143,"Washington County, AR",2001,"84,727     ","82,256     ","2,471     ",2.9     
PA050900,05,145,"White County, AR",2001,"30,471     ","28,917     ","1,554     ",5.1     
CN051470,05,147,"Woodruff County, AR",2001,"3,842     ","3,604     ",238     ,6.2     
CN051490,05,149,"Yell County, AR",2001,"9,766     ","9,414     ",352     ,3.6     
CN060010,06,001,"Alameda County, CA",2001,"778,472     ","741,240     ","37,232     ",4.8     
CN060030,06,003,"Alpine County, CA",2001,574     ,532     ,42     ,7.3     
CN060050,06,005,"Amador County, CA",2001,"16,148     ","15,331     ",817     ,5.1     
PS060150,06,007,"Butte County, CA",2001,"95,216     ","88,948     ","6,268     ",6.6     
CN060090,06,009,"Calaveras County, CA",2001,"19,044     ","18,004     ","1,040     ",5.5     
CN060110,06,011,"Colusa County, CA",2001,"9,130     ","7,962     ","1,168     ",12.8     
CN060130,06,013,"Contra Costa County, CA",2001,"508,730     ","488,122     ","20,608     ",4.1     
CN060150,06,015,"Del Norte County, CA",2001,"10,221     ","9,403     ",818     ,8.0     
PA063750,06,017,"El Dorado County, CA",2001,"84,064     ","80,452     ","3,612     ",4.3     
CN060190,06,019,"Fresno County, CA",2001,"389,805     ","348,242     ","41,563     ",10.7     
CN060210,06,021,"Glenn County, CA",2001,"11,239     ","10,255     ",984     ,8.8     
PS060300,06,023,"Humboldt County, CA",2001,"60,443     ","56,823     ","3,620     ",6.0     
PS060350,06,025,"Imperial County, CA",2001,"55,590     ","46,736     ","8,854     ",15.9     
CN060270,06,027,"Inyo County, CA",2001,"9,037     ","8,627     ",410     ,4.5     
PS060400,06,029,"Kern County, CA",2001,"297,982     ","272,476     ","25,506     ",8.6     
PA062730,06,031,"Kings County, CA",2001,"50,233     ","44,867     ","5,366     ",10.7     
CN060330,06,033,"Lake County, CA",2001,"24,792     ","23,049     ","1,743     ",7.0     
CN060350,06,035,"Lassen County, CA",2001,"11,675     ","10,820     ",855     ,7.3     
CN060370,06,037,"Los Angeles County, CA",2001,"4,752,839     ","4,483,355     ","269,484     ",5.7     
PA064200,06,039,"Madera County, CA",2001,"53,956     ","48,800     ","5,156     ",9.6     
PS060550,06,041,"Marin County, CA",2001,"140,115     ","135,192     ","4,923     ",3.5     
CN060430,06,043,"Mariposa County, CA",2001,"8,484     ","7,998     ",486     ,5.7     
PA063550,06,045,"Mendocino County, CA",2001,"44,668     ","42,018     ","2,650     ",5.9     
PS060600,06,047,"Merced County, CA",2001,"91,825     ","82,507     ","9,318     ",10.1     
CN060490,06,049,"Modoc County, CA",2001,"3,909     ","3,638     ",271     ,6.9     
CN060510,06,051,"Mono County, CA",2001,"7,614     ","7,258     ",356     ,4.7     
PS060620,06,053,"Monterey County, CA",2001,"204,817     ","188,850     ","15,967     ",7.8     
PA063600,06,055,"Napa County, CA",2001,"70,447     ","67,892     ","2,555     ",3.6     
PA065000,06,057,"Nevada County, CA",2001,"46,947     ","44,888     ","2,059     ",4.4     
PS060670,06,059,"Orange County, CA",2001,"1,513,234     ","1,453,387     ","59,847     ",4.0     
PS061500,06,061,"Placer County, CA",2001,"139,106     ","133,524     ","5,582     ",4.0     
CN060630,06,063,"Plumas County, CA",2001,"9,958     ","9,203     ",755     ,7.6     
CN060650,06,065,"Riverside County, CA",2001,"711,134     ","672,042     ","39,092     ",5.5     
PS061350,06,067,"Sacramento County, CA",2001,"624,693     ","596,422     ","28,271     ",4.5     
CN060690,06,069,"San Benito County, CA",2001,"27,461     ","25,718     ","1,743     ",6.3     
CN060710,06,071,"San Bernardino County, CA",2001,"763,221     ","724,533     ","38,688     ",5.1     
PS060850,06,073,"San Diego County, CA",2001,"1,409,726     ","1,350,738     ","58,988     ",4.2     
PS060900,06,075,"San Francisco County/city, CA",2001,"469,466     ","445,573     ","23,893     ",5.1     
PS061080,06,077,"San Joaquin County, CA",2001,"266,288     ","246,398     ","19,890     ",7.5     
CN060790,06,079,"San Luis Obispo County, CA",2001,"126,176     ","121,098     ","5,078     ",4.0     
PS061000,06,081,"San Mateo County, CA",2001,"392,843     ","377,850     ","14,993     ",3.8     
PS061010,06,083,"Santa Barbara County, CA",2001,"203,039     ","194,092     ","8,947     ",4.4     
CN060850,06,085,"Santa Clara County, CA",2001,"939,501     ","891,847     ","47,654     ",5.1     
PS061030,06,087,"Santa Cruz County, CA",2001,"150,346     ","141,749     ","8,597     ",5.7     
PS061450,06,089,"Shasta County, CA",2001,"77,647     ","72,724     ","4,923     ",6.3     
CN060910,06,091,"Sierra County, CA",2001,"1,670     ","1,544     ",126     ,7.5     
CN060930,06,093,"Siskiyou County, CA",2001,"18,975     ","17,446     ","1,529     ",8.1     
PS061050,06,095,"Solano County, CA",2001,"197,178     ","188,100     ","9,078     ",4.6     
PS061060,06,097,"Sonoma County, CA",2001,"257,881     ","248,402     ","9,479     ",3.7     
PS061070,06,099,"Stanislaus County, CA",2001,"214,292     ","196,399     ","17,893     ",8.3     
PA065100,06,101,"Sutter County, CA",2001,"38,457     ","34,709     ","3,748     ",9.7     
CN061030,06,103,"Tehama County, CA",2001,"24,574     ","22,967     ","1,607     ",6.5     
CN061050,06,105,"Trinity County, CA",2001,"5,394     ","4,893     ",501     ,9.3     
PS061210,06,107,"Tulare County, CA",2001,"175,357     ","155,321     ","20,036     ",11.4     
CN061090,06,109,"Tuolumne County, CA",2001,"23,961     ","22,558     ","1,403     ",5.9     
PS061220,06,111,"Ventura County, CA",2001,"399,325     ","379,960     ","19,365     ",4.8     
CN061130,06,113,"Yolo County, CA",2001,"88,331     ","83,811     ","4,520     ",5.1     
CN061150,06,115,"Yuba County, CA",2001,"24,862     ","22,745     ","2,117     ",8.5     
CN080010,08,001,"Adams County, CO",2001,"187,689     ","180,089     ","7,600     ",4.0     
CN080030,08,003,"Alamosa County, CO",2001,"7,751     ","7,423     ",328     ,4.2     
PS080100,08,005,"Arapahoe County, CO",2001,"282,604     ","272,188     ","10,416     ",3.7     
CN080070,08,007,"Archuleta County, CO",2001,"5,319     ","5,108     ",211     ,4.0     
CN080090,08,009,"Baca County, CO",2001,"2,447     ","2,374     ",73     ,3.0     
CN080110,08,011,"Bent County, CO",2001,"2,511     ","2,402     ",109     ,4.3     
CN080130,08,013,"Boulder County, CO",2001,"162,656     ","156,627     ","6,029     ",3.7     
CN080140,08,014,"Broomfield County/city, CO",2001,"22,391     ","21,573     ",818     ,3.7     
CN080150,08,015,"Chaffee County, CO",2001,"7,519     ","7,218     ",301     ,4.0     
CN080170,08,017,"Cheyenne County, CO",2001,"1,283     ","1,253     ",30     ,2.3     
CN080190,08,019,"Clear Creek County, CO",2001,"5,946     ","5,746     ",200     ,3.4     
CN080210,08,021,"Conejos County, CO",2001,"3,602     ","3,377     ",225     ,6.2     
CN080230,08,023,"Costilla County, CO",2001,"1,313     ","1,204     ",109     ,8.3     
CN080250,08,025,"Crowley County, CO",2001,"1,534     ","1,445     ",89     ,5.8     
CN080270,08,027,"Custer County, CO",2001,"1,793     ","1,719     ",74     ,4.1     
CN080290,08,029,"Delta County, CO",2001,"13,343     ","12,792     ",551     ,4.1     
PS080250,08,031,"Denver County/city, CO",2001,"302,791     ","289,319     ","13,472     ",4.4     
CN080330,08,033,"Dolores County, CO",2001,938     ,890     ,48     ,5.1     
CN080350,08,035,"Douglas County, CO",2001,"113,490     ","109,809     ","3,681     ",3.2     
CN080370,08,037,"Eagle County, CO",2001,"26,142     ","25,332     ",810     ,3.1     
CN080390,08,039,"Elbert County, CO",2001,"11,973     ","11,586     ",387     ,3.2     
PS080200,08,041,"El Paso County, CO",2001,"269,181     ","257,797     ","11,384     ",4.2     
CN080430,08,043,"Fremont County, CO",2001,"18,276     ","17,353     ",923     ,5.1     
CN080450,08,045,"Garfield County, CO",2001,"25,622     ","24,803     ",819     ,3.2     
CN080470,08,047,"Gilpin County, CO",2001,"3,240     ","3,127     ",113     ,3.5     
CN080490,08,049,"Grand County, CO",2001,"8,047     ","7,808     ",239     ,3.0     
CN080510,08,051,"Gunnison County, CO",2001,"8,346     ","8,072     ",274     ,3.3     
CN080530,08,053,"Hinsdale County, CO",2001,651     ,628     ,23     ,3.5     
CN080550,08,055,"Huerfano County, CO",2001,"3,203     ","2,999     ",204     ,6.4     
CN080570,08,057,"Jackson County, CO",2001,"1,038     ","1,002     ",36     ,3.5     
CN080590,08,059,"Jefferson County, CO",2001,"304,783     ","294,223     ","10,560     ",3.5     
CN080610,08,061,"Kiowa County, CO",2001,937     ,911     ,26     ,2.8     
CN080630,08,063,"Kit Carson County, CO",2001,"4,312     ","4,206     ",106     ,2.5     
CN080650,08,065,"Lake County, CO",2001,"3,998     ","3,838     ",160     ,4.0     
CN080670,08,067,"La Plata County, CO",2001,"25,077     ","24,270     ",807     ,3.2     
PS080310,08,069,"Larimer County, CO",2001,"150,006     ","145,173     ","4,833     ",3.2     
CN080710,08,071,"Las Animas County, CO",2001,"7,161     ","6,834     ",327     ,4.6     
CN080730,08,073,"Lincoln County, CO",2001,"2,905     ","2,818     ",87     ,3.0     
CN080750,08,075,"Logan County, CO",2001,"10,741     ","10,402     ",339     ,3.2     
PA080250,08,077,"Mesa County, CO",2001,"60,390     ","58,066     ","2,324     ",3.8     
CN080790,08,079,"Mineral County, CO",2001,428     ,412     ,16     ,3.7     
CN080810,08,081,"Moffat County, CO",2001,"7,309     ","7,024     ",285     ,3.9     
CN080830,08,083,"Montezuma County, CO",2001,"11,881     ","11,359     ",522     ,4.4     
CN080850,08,085,"Montrose County, CO",2001,"16,946     ","16,203     ",743     ,4.4     
CN080870,08,087,"Morgan County, CO",2001,"13,332     ","12,906     ",426     ,3.2     
CN080890,08,089,"Otero County, CO",2001,"9,082     ","8,660     ",422     ,4.6     
CN080910,08,091,"Ouray County, CO",2001,"2,338     ","2,269     ",69     ,3.0     
CN080930,08,093,"Park County, CO",2001,"8,727     ","8,423     ",304     ,3.5     
CN080950,08,095,"Phillips County, CO",2001,"2,380     ","2,313     ",67     ,2.8     
CN080970,08,097,"Pitkin County, CO",2001,"10,214     ","9,845     ",369     ,3.6     
CN080990,08,099,"Prowers County, CO",2001,"7,223     ","6,992     ",231     ,3.2     
PS080320,08,101,"Pueblo County, CO",2001,"64,230     ","60,896     ","3,334     ",5.2     
CN081030,08,103,"Rio Blanco County, CO",2001,"3,488     ","3,394     ",94     ,2.7     
CN081050,08,105,"Rio Grande County, CO",2001,"6,211     ","5,877     ",334     ,5.4     
CN081070,08,107,"Routt County, CO",2001,"13,293     ","12,911     ",382     ,2.9     
CN081090,08,109,"Saguache County, CO",2001,"3,044     ","2,861     ",183     ,6.0     
CN081110,08,111,"San Juan County, CO",2001,515     ,480     ,35     ,6.8     
CN081130,08,113,"San Miguel County, CO",2001,"4,930     ","4,742     ",188     ,3.8     
CN081150,08,115,"Sedgwick County, CO",2001,"1,546     ","1,502     ",44     ,2.8     
CN081170,08,117,"Summit County, CO",2001,"16,166     ","15,685     ",481     ,3.0     
CN081190,08,119,"Teller County, CO",2001,"12,014     ","11,540     ",474     ,3.9     
CN081210,08,121,"Washington County, CO",2001,"2,827     ","2,751     ",76     ,2.7     
PS080330,08,123,"Weld County, CO",2001,"98,206     ","94,794     ","3,412     ",3.5     
CN081250,08,125,"Yuma County, CO",2001,"5,985     ","5,850     ",135     ,2.3     
CN090010,09,001,"Fairfield County, CT",2001,"448,084     ","434,696     ","13,388     ",3.0     
CN090030,09,003,"Hartford County, CT",2001,"432,560     ","418,028     ","14,532     ",3.4     
