"city","year","births","deaths","domesticmig","internationalmig","naturalinc","netmig","npopchg_","popestimate","residual","msa_code"
"Columbia SC",2000,2081,1295,606,464,786,1070,1899,649147,43,17900
"Columbia SC",2001,9043,5427,4238,1030,3616,5268,8291,657438,-593,17900
"Columbia SC",2002,8870,5413,2279,516,3457,2795,5666,663104,-586,17900
"Columbia SC",2003,8913,5487,7245,-749,3426,6496,9519,672623,-403,17900
"Columbia SC",2004,9135,5603,7172,1591,3532,8763,11616,684239,-679,17900
"Columbia SC",2005,9249,5574,2509,892,3675,3401,6478,690717,-598,17900
"Columbia SC",2006,9725,5614,7198,1256,4111,8454,12197,702914,-368,17900
"Columbia SC",2007,9837,5793,8004,672,4044,8676,12764,715678,44,17900
"Columbia SC",2008,9739,5944,7563,883,3795,8446,12385,728063,144,17900
"Columbus GA-AL",2000,1088,605,-407,295,483,-112,378,282114,7,17980
"Columbus GA-AL",2001,4364,2704,-480,302,1660,-178,1277,283391,-205,17980
"Columbus GA-AL",2002,4171,2715,1952,-465,1456,1487,2832,286223,-111,17980
"Columbus GA-AL",2003,4151,2677,-3928,-2174,1474,-6102,-4674,281549,-46,17980
"Columbus GA-AL",2004,4320,2700,2267,1378,1620,3645,4964,286513,-301,17980
"Columbus GA-AL",2005,4384,2627,-203,170,1757,-33,1478,287991,-246,17980
"Columbus GA-AL",2006,4314,2742,-292,830,1572,538,1976,289967,-134,17980
"Columbus GA-AL",2007,4593,2743,-5192,87,1850,-5105,-3078,286889,177,17980
"Columbus GA-AL",2008,4494,2733,-1455,377,1761,-1078,764,287653,81,17980
"Columbus IN",2000,247,157,142,52,90,194,288,71723,4,18020
"Columbus IN",2001,1006,612,-319,237,394,-82,250,71973,-62,18020
"Columbus IN",2002,991,636,-854,223,355,-631,-320,71653,-44,18020
"Columbus IN",2003,992,603,-215,188,389,-27,273,71926,-89,18020
"Columbus IN",2004,1043,691,6,187,352,193,494,72420,-51,18020
"Columbus IN",2005,1077,731,172,191,346,363,649,73069,-60,18020
"Columbus IN",2006,1092,641,215,194,451,409,820,73889,-40,18020
"Columbus IN",2007,1053,653,120,177,400,297,689,74578,-8,18020
"Columbus IN",2008,1079,683,191,177,396,368,782,75360,18,18020
"Columbus OH",2000,6259,2923,2123,1124,3336,3247,6661,1619505,78,18140
"Columbus OH",2001,25127,12618,5670,4649,12509,10319,22356,1641861,-472,18140
"Columbus OH",2002,24831,12510,430,4323,12321,4753,16806,1658667,-268,18140
"Columbus OH",2003,25067,12665,3333,3732,12402,7065,19124,1677791,-343,18140
"Columbus OH",2004,25612,12990,2288,3515,12622,5803,16938,1694729,-1487,18140
"Columbus OH",2005,25741,13169,2672,3647,12572,6319,17519,1712248,-1372,18140
"Columbus OH",2006,26400,12592,3473,3709,13808,7182,20230,1732478,-760,18140
"Columbus OH",2007,27157,13117,3222,3340,14040,6562,20532,1753010,-70,18140
"Columbus OH",2008,27219,13008,2499,3347,14211,5846,20110,1773120,53,18140
"Corpus Christi TX",2000,1617,764,-1176,222,853,-954,-93,403189,8,18580
"Corpus Christi TX",2001,6687,3352,-5474,531,3335,-4943,-1881,401308,-273,18580
"Corpus Christi TX",2002,6545,3251,-1554,219,3294,-1335,1618,402926,-341,18580
"Corpus Christi TX",2003,6224,3290,-1385,-458,2934,-1843,653,403579,-438,18580
"Corpus Christi TX",2004,6401,3307,-214,842,3094,628,3442,407021,-280,18580
"Corpus Christi TX",2005,6593,3269,126,407,3324,533,3488,410509,-369,18580
"Corpus Christi TX",2006,6390,3145,-1528,634,3245,-894,2152,412661,-199,18580
"Corpus Christi TX",2007,6478,3355,-3099,342,3123,-2757,393,413054,27,18580
"Corpus Christi TX",2008,6661,3376,-1472,464,3285,-1008,2322,415376,45,18580
"Corvallis OR",2000,188,119,-120,100,69,-20,48,78187,-1,18700
"Corvallis OR",2001,779,463,-664,372,316,-292,-38,78149,-62,18700
"Corvallis OR",2002,796,434,787,344,362,1131,1436,79585,-57,18700
"Corvallis OR",2003,771,519,-669,294,252,-375,-187,79398,-64,18700
"Corvallis OR",2004,752,496,-908,284,256,-624,-449,78949,-81,18700
"Corvallis OR",2005,804,485,-43,292,319,249,503,79452,-65,18700
"Corvallis OR",2006,791,488,99,297,303,396,658,80110,-41,18700
"Corvallis OR",2007,804,525,525,269,279,794,1041,81151,-32,18700
"Corvallis OR",2008,863,510,97,270,353,367,708,81859,-12,18700
"Cumberland MD-WV",2000,292,296,-166,4,-4,-162,-163,101845,3,19060
"Cumberland MD-WV",2001,1078,1196,-339,21,-118,-318,-529,101316,-93,19060
"Cumberland MD-WV",2002,976,1251,-126,19,-275,-107,-464,100852,-82,19060
"Cumberland MD-WV",2003,1008,1155,-104,8,-147,-96,-369,100483,-126,19060
"Cumberland MD-WV",2004,941,1260,252,16,-319,268,-129,100354,-78,19060
"Cumberland MD-WV",2005,961,1290,-405,13,-329,-392,-808,99546,-87,19060
"Cumberland MD-WV",2006,977,1224,-171,16,-247,-155,-449,99097,-47,19060
"Cumberland MD-WV",2007,985,1158,391,12,-173,403,205,99302,-25,19060
"Cumberland MD-WV",2008,1016,1154,-103,11,-138,-92,-269,99033,-39,19060
"Dallas-Fort Worth-Arlington TX",2000,21800,7462,9198,11314,14338,20512,34729,5196259,-121,19100
"Dallas-Fort Worth-Arlington TX",2001,94226,32576,48552,44845,61650,93397,158487,5354746,3440,19100
"Dallas-Fort Worth-Arlington TX",2002,95695,33129,13919,42217,62566,56136,122233,5476979,3531,19100
"Dallas-Fort Worth-Arlington TX",2003,97379,32202,-1303,36784,65177,35481,105720,5582699,5062,19100
"Dallas-Fort Worth-Arlington TX",2004,98193,32825,8504,33813,65368,42317,108325,5691024,640,19100
"Dallas-Fort Worth-Arlington TX",2005,99029,33361,23455,35473,65668,58928,126672,5817696,2076,19100
"Dallas-Fort Worth-Arlington TX",2006,101274,32995,71433,35458,68279,106891,177900,5995596,2730,19100
"Dallas-Fort Worth-Arlington TX",2007,103652,34592,52260,32194,69060,84454,157878,6153474,4364,19100
"Dallas-Fort Worth-Arlington TX",2008,106131,35279,43175,32293,70852,75468,146532,6300006,212,19100
"Dalton GA",2000,563,221,182,270,342,452,800,120861,6,19140
"Dalton GA",2001,2300,952,126,1046,1348,1172,2423,123284,-97,19140
"Dalton GA",2002,2433,909,-912,983,1524,71,1504,124788,-91,19140
"Dalton GA",2003,2356,1021,-648,870,1335,222,1469,126257,-88,19140
"Dalton GA",2004,2415,992,-6,776,1423,770,2097,128354,-96,19140
"Dalton GA",2005,2552,1043,-439,825,1509,386,1778,130132,-117,19140
"Dalton GA",2006,2522,996,-504,824,1526,320,1777,131909,-69,19140
"Dalton GA",2007,2478,1007,-936,756,1471,-180,1258,133167,-33,19140
"Dalton GA",2008,2487,984,-1227,759,1503,-468,972,134139,-63,19140
"Danville IL",2000,292,225,-198,8,67,-190,-125,83799,-2,19180
"Danville IL",2001,1178,934,-576,52,244,-524,-347,83452,-67,19180
"Danville IL",2002,1092,958,-655,51,134,-604,-529,82923,-59,19180
"Danville IL",2003,1081,966,-612,39,115,-573,-537,82386,-79,19180
"Danville IL",2004,1112,1005,-305,43,107,-262,-216,82170,-61,19180
"Danville IL",2005,1080,967,-507,43,113,-464,-427,81743,-76,19180
"Danville IL",2006,1151,959,-300,43,192,-257,-102,81641,-37,19180
"Danville IL",2007,1121,910,-742,37,211,-705,-474,81167,20,19180
"Danville IL",2008,1095,963,-694,39,132,-655,-487,80680,36,19180
"Danville VA",2000,314,297,-185,15,17,-170,-157,109999,-4,19260
"Danville VA",2001,1322,1366,-586,90,-44,-496,-648,109351,-108,19260
"Danville VA",2002,1282,1432,-566,82,-150,-484,-733,108618,-99,19260
"Danville VA",2003,1239,1345,-344,67,-106,-277,-524,108094,-141,19260
"Danville VA",2004,1261,1300,-708,76,-39,-632,-764,107330,-93,19260
"Danville VA",2005,1226,1307,-617,76,-81,-541,-712,106618,-90,19260
"Danville VA",2006,1207,1382,-350,80,-175,-270,-494,106124,-49,19260
"Danville VA",2007,1338,1376,-185,66,-38,-119,-176,105948,-19,19260
"Danville VA",2008,1273,1357,-112,66,-84,-46,-165,105783,-35,19260
"Davenport-Moline-Rock Island IA-IL",2000,1229,847,-767,121,382,-646,-257,375795,7,19340
"Davenport-Moline-Rock Island IA-IL",2001,5010,3533,-2923,549,1477,-2374,-1208,374587,-311,19340
"Davenport-Moline-Rock Island IA-IL",2002,4931,3474,-2478,522,1457,-1956,-783,373804,-284,19340
"Davenport-Moline-Rock Island IA-IL",2003,4952,3612,-2403,438,1340,-1965,-957,372847,-332,19340
"Davenport-Moline-Rock Island IA-IL",2004,4897,3405,-1840,454,1492,-1386,-42,372805,-148,19340
"Davenport-Moline-Rock Island IA-IL",2005,4990,3429,-1542,456,1561,-1086,256,373061,-219,19340
"Davenport-Moline-Rock Island IA-IL",2006,5020,3422,-1103,463,1598,-640,865,373926,-93,19340
"Davenport-Moline-Rock Island IA-IL",2007,4996,3384,-368,420,1612,52,1712,375638,48,19340
"Davenport-Moline-Rock Island IA-IL",2008,5195,3397,-422,426,1798,4,1988,377626,186,19340
"Dayton OH",2000,2869,1812,-1401,226,1057,-1175,-99,848056,19,19380
"Dayton OH",2001,11242,8148,-5861,699,3094,-5162,-2051,846005,17,19380
"Dayton OH",2002,10890,8145,-3779,380,2745,-3399,-735,845270,-81,19380
"Dayton OH",2003,10788,7979,-2296,-113,2809,-2409,50,845320,-350,19380
"Dayton OH",2004,10848,8101,-3613,818,2747,-2795,-86,845234,-38,19380
"Dayton OH",2005,10616,8019,-5098,447,2597,-4651,-2155,843079,-101,19380
"Dayton OH",2006,10643,7723,-5930,694,2920,-5236,-2097,840982,219,19380
"Dayton OH",2007,10983,8042,-6117,441,2941,-5676,-2154,838828,581,19380
"Dayton OH",2008,10973,8018,-5817,484,2955,-5333,-2284,836544,94,19380
"Decatur AL",2000,466,318,-38,49,148,11,167,146040,8,19460
"Decatur AL",2001,1979,1398,-416,202,581,-214,231,146271,-136,19460
"Decatur AL",2002,1836,1408,-839,190,428,-649,-339,145932,-118,19460
"Decatur AL",2003,1899,1345,53,155,554,208,584,146516,-178,19460
"Decatur AL",2004,1896,1438,-817,156,458,-661,-320,146196,-117,19460
"Decatur AL",2005,1899,1408,240,155,491,395,753,146949,-133,19460
"Decatur AL",2006,1909,1475,313,162,434,475,837,147786,-72,19460
"Decatur AL",2007,1938,1543,686,150,395,836,1209,148995,-22,19460
"Decatur AL",2008,1979,1482,436,149,497,585,1130,150125,48,19460
"Decatur IL",2000,354,273,-311,10,81,-301,-225,114481,-5,19500
"Decatur IL",2001,1466,1154,-1445,53,312,-1392,-1163,113318,-83,19500
"Decatur IL",2002,1411,1129,-1593,48,282,-1545,-1320,111998,-57,19500
"Decatur IL",2003,1465,1197,-1559,28,268,-1531,-1315,110683,-52,19500
"Decatur IL",2004,1349,1245,-719,49,104,-670,-656,110027,-90,19500
"Decatur IL",2005,1374,1213,-496,45,161,-451,-392,109635,-102,19500
"Decatur IL",2006,1422,1168,-805,46,254,-759,-553,109082,-48,19500
"Decatur IL",2007,1428,1196,-722,40,232,-682,-418,108664,32,19500
"Decatur IL",2008,1429,1163,-679,43,266,-636,-336,108328,34,19500
"Deltona-Daytona Beach-Ormond Beach FL",2000,1024,1309,1732,234,-285,1966,1671,445012,-10,19660
"Deltona-Daytona Beach-Ormond Beach FL",2001,4615,5819,6753,851,-1204,7604,6155,451167,-245,19660
"Deltona-Daytona Beach-Ormond Beach FL",2002,4551,5907,7841,789,-1356,8630,7075,458242,-199,19660
"Deltona-Daytona Beach-Ormond Beach FL",2003,4671,6024,8263,672,-1353,8935,7576,465818,-6,19660
"Deltona-Daytona Beach-Ormond Beach FL",2004,4882,6033,11878,655,-1151,12533,10693,476511,-689,19660
"Deltona-Daytona Beach-Ormond Beach FL",2005,4901,6265,10376,676,-1364,11052,9205,485716,-483,19660
"Deltona-Daytona Beach-Ormond Beach FL",2006,5153,6150,9771,776,-997,10547,9305,495021,-245,19660
"Deltona-Daytona Beach-Ormond Beach FL",2007,5351,6163,4553,685,-812,5238,4713,499734,287,19660
"Deltona-Daytona Beach-Ormond Beach FL",2008,5519,6221,-2127,689,-702,-1438,-1698,498036,442,19660
"Denver-Aurora CO",2000,8805,3161,5176,3752,5644,8928,14544,2193882,-28,19740
"Denver-Aurora CO",2001,36107,13444,16883,14280,22663,31163,53094,2246976,-732,19740
"Denver-Aurora CO",2002,36289,13943,-5212,13341,22346,8129,30097,2277073,-378,19740
"Denver-Aurora CO",2003,37333,13845,-12539,11551,23488,-988,22236,2299309,-264,19740
"Denver-Aurora CO",2004,37184,13888,-7127,10854,23296,3727,25533,2324842,-1490,19740
"Denver-Aurora CO",2005,37683,14040,-429,11299,23643,10870,33429,2358271,-1084,19740
"Denver-Aurora CO",2006,37477,14002,10161,11326,23475,21487,44842,2403113,-120,19740
"Denver-Aurora CO",2007,38314,13799,15772,10243,24515,26015,50280,2453393,-250,19740
"Denver-Aurora CO",2008,39364,14387,17872,10296,24977,28168,53233,2506626,88,19740
"Des Moines-West Des Moines IA",2000,1832,845,348,413,987,761,1779,483173,31,19780
"Des Moines-West Des Moines IA",2001,7601,3640,1219,1535,3961,2754,6999,490172,284,19780
"Des Moines-West Des Moines IA",2002,7461,3818,1610,1431,3643,3041,6872,497044,188,19780
"Des Moines-West Des Moines IA",2003,7694,3724,2001,1227,3970,3228,7320,504364,122,19780
"Des Moines-West Des Moines IA",2004,7772,3859,3000,1170,3913,4170,7736,512100,-347,19780
"Des Moines-West Des Moines IA",2005,8097,3719,4983,1201,4378,6184,11504,523604,942,19780
"Des Moines-West Des Moines IA",2006,8431,3760,5197,1218,4671,6415,11055,534659,-31,19780
"Des Moines-West Des Moines IA",2007,8786,3745,4840,1088,5041,5928,11010,545669,41,19780
"Des Moines-West Des Moines IA",2008,8801,3877,4383,1089,4924,5472,10561,556230,165,19780
"Detroit-Warren-Livonia MI",2000,16029,9313,-5141,3347,6716,-1794,4949,4457507,27,19820
"Detroit-Warren-Livonia MI",2001,62537,39820,-25209,14021,22717,-11188,20308,4477815,8779,19820
"Detroit-Warren-Livonia MI",2002,60501,39376,-33974,13125,21125,-20849,7138,4484953,6862,19820
"Detroit-Warren-Livonia MI",2003,59672,39300,-30532,11449,20372,-19083,7510,4492463,6221,19820
"Detroit-Warren-Livonia MI",2004,59554,38617,-31013,10521,20937,-20492,6628,4499091,6183,19820
"Detroit-Warren-Livonia MI",2005,57886,38738,-38727,11029,19148,-27698,-2611,4496480,5939,19820
"Detroit-Warren-Livonia MI",2006,56767,37811,-46477,11124,18956,-35353,-9860,4486620,6537,19820
"Detroit-Warren-Livonia MI",2007,56972,37645,-59081,10054,19327,-49027,-29097,4457523,603,19820
"Detroit-Warren-Livonia MI",2008,56901,37617,-62160,10071,19284,-52089,-32413,4425110,392,19820
"Dothan AL",2000,441,355,91,17,86,108,198,131057,4,20020
"Dothan AL",2001,1886,1391,-248,74,495,-174,199,131256,-122,20020
"Dothan AL",2002,1695,1408,140,64,287,204,354,131610,-137,20020
"Dothan AL",2003,1791,1345,991,34,446,1025,1348,132958,-123,20020
"Dothan AL",2004,1856,1431,870,67,425,937,1249,134207,-113,20020
"Dothan AL",2005,1718,1468,1142,55,250,1197,1339,135546,-108,20020
"Dothan AL",2006,1850,1473,1545,63,377,1608,1912,137458,-73,20020
"Dothan AL",2007,1852,1479,1488,48,373,1536,1878,139336,-31,20020
"Dothan AL",2008,1896,1427,1128,48,469,1176,1625,140961,-20,20020
"Dover DE",2000,460,242,110,74,218,184,408,127110,6,20100
"Dover DE",2001,1939,1063,816,134,876,950,1702,128812,-124,20100
"Dover DE",2002,1859,1087,1815,-42,772,1773,2462,131274,-83,20100
"Dover DE",2003,1989,1152,2471,-386,837,2085,2899,134173,-23,20100
"Dover DE",2004,2023,1127,3099,326,896,3425,4146,138319,-175,20100
"Dover DE",2005,2085,1184,4016,69,901,4085,4887,143206,-99,20100
"Dover DE",2006,2234,1241,3190,219,993,3409,4314,147520,-88,20100
"Dover DE",2007,2261,1185,3084,74,1076,3158,4185,151705,-49,20100
"Dover DE",2008,2358,1213,2509,125,1145,2634,3710,155415,-69,20100
"Dubuque IA",2000,322,202,-76,25,120,-51,75,89231,6,20220
"Dubuque IA",2001,1195,846,-711,113,349,-598,-243,88988,6,20220
"Dubuque IA",2002,1131,829,-181,106,302,-75,217,89205,-10,20220
"Dubuque IA",2003,1240,794,405,85,446,490,904,90109,-32,20220
"Dubuque IA",2004,1177,795,20,91,382,111,524,90633,31,20220
"Dubuque IA",2005,1207,854,-100,89,353,-11,342,90975,0,20220
"Dubuque IA",2006,1133,879,77,93,254,170,423,91398,-1,20220
"Dubuque IA",2007,1253,843,383,86,410,469,898,92296,19,20220
"Dubuque IA",2008,1256,799,-174,86,457,-88,428,92724,59,20220
"Duluth MN-WI",2000,747,653,-28,25,94,-3,90,275575,-1,20260
"Duluth MN-WI",2001,2854,2962,1028,130,-108,1158,802,276377,-248,20260
"Duluth MN-WI",2002,2833,2948,-352,105,-115,-247,-601,275776,-239,20260
"Duluth MN-WI",2003,2911,3036,222,49,-125,271,-198,275578,-344,20260
"Duluth MN-WI",2004,3101,2943,-667,127,158,-540,-599,274979,-217,20260
"Duluth MN-WI",2005,2933,2855,-780,95,78,-685,-863,274116,-256,20260
"Duluth MN-WI",2006,3097,2781,-741,116,316,-625,-434,273682,-125,20260
"Duluth MN-WI",2007,3102,2903,-239,84,199,-155,75,273757,31,20260
"Duluth MN-WI",2008,3215,2795,241,86,420,327,814,274571,67,20260
"Durham NC",2000,1448,763,735,873,685,1608,2308,426104,15,20500
"Durham NC",2001,6346,3245,3075,3323,3101,6398,9126,435230,-373,20500
"Durham NC",2002,6365,3244,551,3136,3121,3687,6553,441783,-255,20500
"Durham NC",2003,6314,3266,-901,2741,3048,1840,4426,446209,-462,20500
"Durham NC",2004,6362,3294,-311,2526,3068,2215,4923,451132,-360,20500
"Durham NC",2005,6507,3308,1379,2649,3199,4028,6811,457943,-416,20500
"Durham NC",2006,6645,3240,3380,2654,3405,6034,9191,467134,-248,20500
"Durham NC",2007,6925,3290,4773,2409,3635,7182,10869,478003,52,20500
"Durham NC",2008,7015,3370,5588,2420,3645,8008,11759,489762,106,20500
"Eau Claire WI",2000,448,276,155,18,172,173,352,148689,7,20740
"Eau Claire WI",2001,1777,1237,522,81,540,603,1008,149697,-135,20740
"Eau Claire WI",2002,1828,1221,605,76,607,681,1156,150853,-132,20740
"Eau Claire WI",2003,1780,1262,453,61,518,514,860,151713,-172,20740
"Eau Claire WI",2004,1792,1168,1150,70,624,1220,1691,153404,-153,20740
"Eau Claire WI",2005,1904,1225,724,67,679,791,1334,154738,-136,20740
"Eau Claire WI",2006,1925,1181,538,71,744,609,1272,156010,-81,20740
"Eau Claire WI",2007,2034,1243,697,61,791,758,1539,157549,-10,20740
"Eau Claire WI",2008,2050,1223,261,61,827,322,1193,158742,44,20740
"El Centro CA",2000,562,205,-617,309,357,-308,50,142411,1,20940
"El Centro CA",2001,2583,875,-2018,1171,1708,-847,766,143177,-95,20940
"El Centro CA",2002,2584,893,-1229,1094,1691,-135,1452,144629,-104,20940
"El Centro CA",2003,2814,926,117,940,1888,1057,2730,147359,-215,20940
"El Centro CA",2004,2923,923,-98,916,2000,818,2719,150078,-99,20940
"El Centro CA",2005,3021,894,292,935,2127,1227,3207,153285,-147,20940
"El Centro CA",2006,2986,956,832,936,2030,1768,3714,156999,-84,20940
"El Centro CA",2007,3291,954,657,843,2337,1500,3831,160830,-6,20940
"El Centro CA",2008,3488,1002,-210,852,2486,642,3142,163972,14,20940
"El Paso TX",2000,3472,929,-2497,1349,2543,-1148,1404,681026,9,21340
"El Paso TX",2001,14220,4094,-10405,4703,10126,-5702,4009,685035,-415,21340
"El Paso TX",2002,14004,4179,-9250,4005,9825,-5245,4178,689213,-402,21340
"El Paso TX",2003,14119,4160,-5590,2513,9959,-3077,6163,695376,-719,21340
"El Paso TX",2004,14606,4345,-5799,4227,10261,-1572,8061,703437,-628,21340
"El Paso TX",2005,14401,4216,-6741,3724,10185,-3017,6555,709992,-613,21340
"El Paso TX",2006,14383,4528,-1091,4080,9855,2989,12466,722458,-378,21340
"El Paso TX",2007,14568,4378,-5906,3323,10190,-2583,7511,729969,-96,21340
"El Paso TX",2008,15224,4598,-1940,3512,10626,1572,12093,742062,-105,21340
"Elizabethtown KY",2000,394,207,-162,112,187,-50,140,107690,3,21060
"Elizabethtown KY",2001,1624,844,-361,72,780,-289,391,108081,-100,21060
"Elizabethtown KY",2002,1558,833,-27,-233,725,-260,360,108441,-105,21060
"Elizabethtown KY",2003,1680,813,223,-855,867,-632,104,108545,-131,21060
"Elizabethtown KY",2004,1595,837,-824,487,758,-337,319,108864,-102,21060
"Elizabethtown KY",2005,1721,844,544,26,877,570,1343,110207,-104,21060
"Elizabethtown KY",2006,1779,908,-702,274,871,-428,394,110601,-49,21060
"Elizabethtown KY",2007,1783,884,84,-1,899,83,991,111592,9,21060
"Elizabethtown KY",2008,1725,907,-289,109,818,-180,676,112268,38,21060
"Elkhart-Goshen IN",2000,827,345,-7,238,482,231,731,183522,18,21140
"Elkhart-Goshen IN",2001,3311,1375,-1193,925,1936,-268,1511,185033,-157,21140
"Elkhart-Goshen IN",2002,2996,1502,-2285,877,1494,-1408,-20,185013,-106,21140
"Elkhart-Goshen IN",2003,3088,1361,412,769,1727,1181,2642,187655,-266,21140
"Elkhart-Goshen IN",2004,3252,1451,-74,693,1801,619,2293,189948,-127,21140
"Elkhart-Goshen IN",2005,3339,1427,1026,729,1912,1755,3480,193428,-187,21140
"Elkhart-Goshen IN",2006,3542,1409,148,732,2133,880,2913,196341,-100,21140
"Elkhart-Goshen IN",2007,3490,1407,-1475,667,2083,-808,1298,197639,23,21140
"Elkhart-Goshen IN",2008,3411,1372,-1217,667,2039,-550,1498,199137,9,21140
"Elmira NY",2000,269,226,-48,7,43,-41,7,91077,5,21300
"Elmira NY",2001,1130,910,-598,45,220,-553,-406,90671,-73,21300
"Elmira NY",2002,1083,916,-399,43,167,-356,-263,90408,-74,21300
"Elmira NY",2003,1058,946,-646,34,112,-612,-586,89822,-86,21300
"Elmira NY",2004,1041,931,-508,35,110,-473,-436,89386,-73,21300
"Elmira NY",2005,1013,975,-1004,35,38,-969,-1005,88381,-74,21300
"Elmira NY",2006,967,950,-308,38,17,-270,-292,88089,-39,21300
"Elmira NY",2007,1082,881,-393,33,201,-360,-176,87913,-17,21300
"Elmira NY",2008,1081,909,-303,34,172,-269,-100,87813,-3,21300
"Erie PA",2000,857,607,-488,100,250,-388,-130,280715,8,21500
"Erie PA",2001,3476,2682,-1442,426,794,-1016,766,281481,988,21500
"Erie PA",2002,3307,2705,-1407,397,602,-1010,366,281847,774,21500
"Erie PA",2003,3359,2694,-1449,330,665,-1119,251,282098,705,21500
"Erie PA",2004,3310,2669,-3384,338,641,-3046,-2430,279668,-25,21500
"Erie PA",2005,3290,2781,-1702,339,509,-1363,-887,278781,-33,21500
"Erie PA",2006,3328,2693,-144,368,635,224,860,279641,1,21500
"Erie PA",2007,3369,2654,-1420,330,715,-1090,-348,279293,27,21500
"Erie PA",2008,3379,2649,-1251,331,730,-920,-118,279175,72,21500
"Eugene-Springfield OR",2000,955,654,-22,196,301,174,506,323485,31,21660
"Eugene-Springfield OR",2001,3653,2828,92,751,825,843,1337,324822,-331,21660
"Eugene-Springfield OR",2002,3590,3011,1615,699,579,2314,2580,327402,-313,21660
"Eugene-Springfield OR",2003,3576,2815,2102,610,761,2712,3102,330504,-371,21660
"Eugene-Springfield OR",2004,3644,3001,497,562,643,1059,1486,331990,-216,21660
"Eugene-Springfield OR",2005,3509,3026,2637,591,483,3228,3432,335422,-279,21660
"Eugene-Springfield OR",2006,3588,2999,3002,586,589,3588,4000,339422,-177,21660
"Eugene-Springfield OR",2007,3801,2904,1945,540,897,2485,3359,342781,-23,21660
"Eugene-Springfield OR",2008,3938,2921,2158,541,1017,2699,3779,346560,63,21660
"Evansville IN-KY",2000,1043,850,-69,42,193,-27,182,342998,16,21780
"Evansville IN-KY",2001,4495,3535,-885,226,960,-659,-26,342972,-327,21780
"Evansville IN-KY",2002,4293,3546,153,215,747,368,774,343746,-341,21780
"Evansville IN-KY",2003,4409,3412,820,174,997,994,1578,345324,-413,21780
"Evansville IN-KY",2004,4647,3546,481,175,1101,656,1514,346838,-243,21780
"Evansville IN-KY",2005,4552,3469,-65,182,1083,117,880,347718,-320,21780
"Evansville IN-KY",2006,4585,3498,-230,185,1087,-45,878,348596,-164,21780
"Evansville IN-KY",2007,4638,3448,-254,168,1190,-86,1127,349723,23,21780
"Evansville IN-KY",2008,4645,3439,-943,165,1206,-778,538,350261,110,21780
"Fairbanks AK",2000,360,85,-465,120,275,-345,-71,82769,-1,21820
"Fairbanks AK",2001,1547,350,81,42,1197,123,2524,85293,1204,21820
"Fairbanks AK",2002,1492,310,240,-308,1182,-68,2119,87412,1005,21820
"Fairbanks AK",2003,1578,329,606,-1002,1249,-396,1882,89294,1029,21820
"Fairbanks AK",2004,1566,345,190,541,1221,731,3120,92414,1168,21820
"Fairbanks AK",2005,1583,374,-204,8,1209,-196,2147,94561,1134,21820
"Fairbanks AK",2006,1525,346,-2269,286,1179,-1983,242,94803,1046,21820
"Fairbanks AK",2007,1702,335,1827,-27,1367,1800,3183,97986,16,21820
"Fairbanks AK",2008,1825,326,-1610,103,1499,-1507,-16,97970,-8,21820
"Fargo ND-MN",2000,522,270,40,99,252,139,409,174776,18,22020
"Fargo ND-MN",2001,2208,1168,227,376,1040,603,1473,176249,-170,22020
"Fargo ND-MN",2002,2219,1128,-69,350,1091,281,1196,177445,-176,22020
"Fargo ND-MN",2003,2328,1247,748,276,1081,1024,1896,179341,-209,22020
"Fargo ND-MN",2004,2600,1208,2766,298,1392,3064,4251,183592,-205,22020
"Fargo ND-MN",2005,2486,1098,583,294,1388,877,2088,185680,-177,22020
"Fargo ND-MN",2006,2745,1154,1470,301,1591,1771,3268,188948,-94,22020
"Fargo ND-MN",2007,2822,1213,1091,279,1609,1370,2982,191930,3,22020
"Fargo ND-MN",2008,2900,1192,1687,283,1708,1970,3755,195685,77,22020
"Farmington NM",2000,503,166,-144,38,337,-106,241,114042,10,22140
"Farmington NM",2001,1945,760,-119,134,1185,15,1086,115128,-114,22140
"Farmington NM",2002,1982,765,1842,127,1217,1969,3128,118256,-58,22140
"Farmington NM",2003,1948,824,403,108,1124,511,1486,119742,-149,22140
"Farmington NM",2004,1980,756,-169,101,1224,-68,1075,120817,-81,22140
"Farmington NM",2005,2052,775,-246,108,1277,-138,1026,121843,-113,22140
"Farmington NM",2006,2107,805,-1582,109,1302,-1473,-223,121620,-52,22140
"Farmington NM",2007,2116,865,-737,93,1251,-644,619,122239,12,22140
"Farmington NM",2008,2018,868,-991,95,1150,-896,261,122500,7,22140
"Fayetteville NC",2000,1476,530,-1510,824,946,-686,257,336865,-3,22180
"Fayetteville NC",2001,6240,2234,-2562,39,4006,-2523,1215,338080,-268,22180
"Fayetteville NC",2002,6009,2288,2586,-1820,3721,766,4229,342309,-258,22180
"Fayetteville NC",2003,6046,2273,6851,-6168,3773,683,4512,346821,56,22180
"Fayetteville NC",2004,5952,2387,-4070,3076,3565,-994,2176,348997,-395,22180
"Fayetteville NC",2005,6307,2264,-8157,221,4043,-7936,-4142,344855,-249,22180
"Fayetteville NC",2006,6072,2362,-1972,1625,3710,-347,3198,348053,-165,22180
"Fayetteville NC",2007,6701,2213,-1162,-258,4488,-1420,3029,351082,-39,22180
"Fayetteville NC",2008,6375,2325,335,702,4050,1037,5023,356105,-64,22180
