"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units"
"110","Hattiesburg* MS MSA","1839",1184,0,0,655
"111","Hickory-Morganton-Lenoir*  NC MSA","19448",19448,0,0,0
"112","Honolulu  HI MSA","18363",17855,0,0,508
"113","Houma* LA MSA","6367",6367,0,0,0
"114","Houston-Galveston-Brazoria  TX CMSA","355640",319915,254,514,34957
"115","Huntington-Ashland* WV-KY-  OH MSA","199",199,0,0,0
"116","Huntsville* AL MSA","5716",5266,0,0,450
"117","Indianapolis  IN MSA","195722",190533,4606,0,583
"118","Iowa City* IA MSA","4150",4150,0,0,0
"119","Jackson* MI MSA","1857",1857,0,0,0
"120","Jackson* MS MSA","23678",23678,0,0,0
"121","Jackson* TN MSA","5410",5410,0,0,0
"122","Jacksonville  FL MSA","170826",157471,145,0,13210
"123","Jacksonville* NC MSA","4392",3902,0,240,250
"124","Jamestown* NY MSA","228",228,0,0,0
"125","Janesville-Beloit* WI MSA","3874",3038,192,263,381
"126","Johnson City-Kingsport-  Bristol* TN-VA MSA","8619",8547,72,0,0
"127","Johnstown* PA MSA","294",294,0,0,0
"128","Jonesboro* AR MSA","2180",2180,0,0,0
"129","Joplin* MO MSA","1129",1129,0,0,0
"130","Kalamazoo-Battle Creek* MI  MSA","12347",11849,0,0,498
"131","Kansas City  MO-KS MSA","132580",113147,2646,873,15914
"132","Killeen-Temple* TX MSA","18364",14603,1450,2311,0
"133","Knoxville* TN MSA","32856",31848,0,350,658
"134","Kokomo* IN MSA","5594",5150,230,0,214
"135","La Crosse* WI-MN MSA","3850",3850,0,0,0
"136","Lafayette* LA MSA","9200",9200,0,0,0
"137","Lafayette* IN MSA","11065",10614,0,300,151
"138","Lake Charles* LA MSA","5921",5921,0,0,0
"139","Lakeland-Winter Haven* FL MSA","47382",38530,70,0,8782
"140","Lancaster* PA MSA","14089",13561,0,221,307
"141","Lansing-East Lansing* MI MSA","15465",15465,0,0,0
"142","Laredo* TX MSA","9856",8748,0,147,961
"143","Las Cruces* NM MSA","7438",7438,0,0,0
"144","Las Vegas  NV-AZ MSA","240847",239062,228,1064,493
"145","Lawrence* KS MSA","6617",6082,535,0,0
"146","Lawton* OK MSA","729",729,0,0,0
"147","Lewiston-Auburn* ME MSA","2596",2596,0,0,0
"148","Lexington* KY MSA","29669",28209,404,193,863
"149","Lima* OH MSA","355",355,0,0,0
"150","Lincoln* NE MSA","16828",15683,247,0,898
"151","Little Rock-North Little  Rock* AR MSA","29735",29219,460,56,0
"152","Longview-Marshall* TX MSA","1150",1150,0,0,0
"153","Los Angeles-Riverside-  Orange County  CA CMSA","765772",691099,9427,15519,49727
"154","Louisville  KY-IN MSA","60343",58439,158,694,1052
"155","Lubbock* TX MSA","15973",8897,350,6476,250
"156","Lynchburg* VA MSA","10848",9628,500,720,0
"157","Macon* GA MSA","26894",12901,0,0,13993
"158","Madison* WI MSA","59987",30058,1177,3064,25688
"159","Mansfield* OH MSA","4188",3992,196,0,0
"160","McAllen-Edinburg-Mission*  TX MSA","25092",23773,488,490,341
"161","Medford-Ashland* OR MSA","16263",14469,0,942,852
"162","Melbourne-Titusville-Palm  Bay* FL MSA","48512",48232,260,0,20
"163","Memphis  TN-AR-MS MSA","75402",72789,0,0,2613
"164","Merced* CA MSA","10279",10279,0,0,0
"165","Miami-Fort Lauderdale  FL  CMSA","166225",137998,864,1672,25691
"166","Milwaukee-Racine  WI CMSA","80313",67365,2123,1961,8864
"167","Minneapolis-St. Paul  MN-WI  MSA","303824",271532,4190,5046,23056
"168","Missoula* MT MSA","3275",2505,213,0,557
"169","Mobile* AL MSA","29251",29183,0,0,68
"170","Modesto* CA MSA","32700",32700,0,0,0
"171","Monroe* LA MSA","3956",3956,0,0,0
"172","Montgomery* AL MSA","9041",9041,0,0,0
"173","Muncie* IN MSA","4136",3683,0,169,284
"174","Myrtle Beach* SC MSA","34445",19530,0,0,14915
"175","Naples* FL MSA","132507",74253,455,5738,52061
"176","Nashville  TN MSA","114890",111254,1955,113,1568
"177","New London-Norwich* CT-RI MSA","13706",13706,0,0,0
"178","New Orleans* LA MSA","37619",34458,1943,267,951
"179","New York-Northern New  Jersey-Long Island  NY-NJ-  CT-PA CMSA","583112",414548,41289,16966,110309
"180","Norfolk-Virginia Beach-  Newport News  VA-NC MSA","79634",69260,404,636,9334
"181","Ocala* FL MSA","24492",24056,186,250,0
"182","Odessa-Midland* TX MSA","2913",2376,0,0,537
"183","Oklahoma City* OK MSA","51802",51802,0,0,0
"184","Omaha* NE-IA MSA","37838",34637,0,0,3201
"185","Orlando  FL MSA","237255",201164,325,1042,34724
"186","Owensboro* KY MSA","4646",4646,0,0,0
"187","Panama City* FL MSA","18672",12949,254,0,5469
"188","Parkersburg-Marietta* WV-OH  MSA","1342",1342,0,0,0
"189","Pensacola* FL MSA","28097",28097,0,0,0
"190","Peoria-Pekin* IL MSA","13568",11820,270,300,1178
"191","Philadelphia-Wilmington-  Atlantic City  PA-NJ-DE-MD  CMSA","215837",198761,4579,1237,11260
"192","Phoenix-Mesa  AZ MSA","465126",411514,4062,3804,45746
"193","Pine Bluff* AR MSA","1091",1091,0,0,0
"194","Pittsburgh  PA MSA","78281",70599,1341,1855,4486
"195","Pittsfield* MA MSA","0",0,0,0,0
"196","Pocatello* ID MSA","451",451,0,0,0
"197","Portland* ME MSA","18947",17882,340,725,0
"198","Portland-Salem  OR-WA CMSA","192134",186590,1454,1559,2531
"199","Providence-Fall River-  Warwick* RI-MA MSA","24578",23475,230,360,513
"200","Provo-Orem* UT MSA","38401",33530,463,2796,1612
"201","Pueblo* CO MSA","9255",8965,290,0,0
"202","Punta Gorda* FL MSA","17898",16792,94,1012,0
"203","Raleigh-Durham-Chapel Hill  NC MSA","180118",165317,648,0,14153
"204","Rapid City* SD MSA","3137",3137,0,0,0
"205","Reading* PA MSA","9097",8765,0,0,332
"206","Redding* CA MSA","11068",10847,0,221,0
"207","Reno* NV MSA","44123",41005,93,120,2905
"208","Richland-Kennewick-Pasco*  WA MSA","13853",12314,324,0,1215
"209","Richmond-Petersburg  VA MSA","80365",70259,0,0,10106
"210","Roanoke* VA MSA","8098",5969,85,0,2044
"211","Rochester* MN MSA","17697",14683,671,642,1701
"212","Rochester* NY MSA","31186",29232,0,250,1704
"213","Rockford* IL MSA","14072",12652,937,483,0
"214","Rocky Mount* NC MSA","4650",3995,136,0,519
"215","Sacramento-Yolo  CA CMSA","244325",239001,109,0,5215
"216","Saginaw-Bay City-Midland*  MI MSA","6372",5817,222,333,0
"217","St. Cloud* MN MSA","9805",9490,0,0,315
"218","St. Joseph* MO MSA","1905",1700,0,0,205
"219","St. Louis  MO-IL MSA","133289",121013,2299,1188,8789
"220","Salinas* CA MSA","25671",25671,0,0,0
"221","Salt Lake City-Ogden  UT MSA","87709",74245,1193,758,11513
"222","San Angelo* TX MSA","4309",4309,0,0,0
"223","San Antonio* TX MSA","100095",100095,0,0,0
"224","San Diego  CA MSA","222329",175088,0,1315,45926
"225","San Francisco-Oakland-San  Jose  CA CMSA","243500",218602,5472,4877,14549
"226","San Luis Obispo-Atascadero-  Paso Robles* CA MSA","30829",30829,0,0,0
"227","Santa Barbara-Santa Maria-  Lompoc* CA MSA","12517",12517,0,0,0
"228","Santa Fe* NM MSA","7203",7203,0,0,0
"229","Sarasota-Bradenton* FL MSA","111667",98037,361,2738,10531
"230","Savannah* GA MSA","22989",21085,243,0,1661
"231","Scranton--Wilkes-Barre--  Hazleton* PA MSA","6204",5733,0,171,300
"232","Seattle-Tacoma-Bremerton  WA CMSA","270950",199360,4763,10382,56445
"233","Sharon* PA MSA","1393",1100,0,0,293
"234","Sheboygan* WI MSA","220",220,0,0,0
"235","Sherman-Denison* TX MSA","535",535,0,0,0
"236","Shreveport-Bossier City* LA  MSA","12244",12244,0,0,0
"237","Sioux City* IA-NE MSA","2708",2395,0,0,313
"238","Sioux Falls* SD MSA","25762",15659,142,104,9857
"239","South Bend* IN MSA","15807",15807,0,0,0
"240","Spokane* WA MSA","24312",16099,371,3929,3913
"241","Springfield* IL MSA","8145",7559,586,0,0
"242","Springfield* MO MSA","25904",24130,269,104,1401
"243","Springfield* MA MSA","11422",10532,90,800,0
"244","State College* PA MSA","6557",4238,0,0,2319
"245","Steubenville-Weirton* OH-WV  MSA","2207",2207,0,0,0
"246","Stockton-Lodi* CA MSA","45212",45212,0,0,0
"247","Sumter* SC MSA","1993",1993,0,0,0
"248","Syracuse* NY MSA","9171",8383,0,600,188
"249","Tallahassee* FL MSA","24279",22184,0,193,1902
"250","Tampa-St. Petersburg-  Clearwater  FL MSA","204828",155271,8351,5337,35869
"251","Terre Haute* IN MSA","4230",4230,0,0,0
"252","Texarkana* TX-Texarkana  AR  MSA","1516",1516,0,0,0
"253","Toledo* OH MSA","31718",27502,510,236,3470
"254","Topeka* KS MSA","6696",6696,0,0,0
"255","Tucson* AZ MSA","87267",73681,200,0,13386
"256","Tulsa* OK MSA","42687",42687,0,0,0
"257","Tuscaloosa* AL MSA","5995",5995,0,0,0
"258","Tyler* TX MSA","4997",4766,0,0,231
"259","Utica-Rome* NY MSA","1970",1970,0,0,0
"260","Victoria* TX MSA","858",858,0,0,0
"261","Visalia-Tulare-Porterville*  CA MSA","18571",18571,0,0,0
"262","Waco* TX MSA","2842",2842,0,0,0
"263","Washington-Baltimore  DC-MD-  VA-WV CMSA","441744",392970,0,0,48774
"264","Waterloo-Cedar Falls* IA MSA","2381",1954,427,0,0
"265","Wausau* WI MSA","6567",6427,140,0,0
"266","West Palm Beach-Boca Raton  FL MSA","123633",106018,0,1873,15742
"267","Wheeling* WV-OH MSA","139",139,0,0,0
"268","Wichita* KS MSA","17669",16701,968,0,0
"269","Wichita Falls* TX MSA","2374",2374,0,0,0
"270","Wilmington* NC MSA","29110",28743,126,0,241
"271","Yakima* WA MSA","2920",2654,0,266,0
"272","York* PA MSA","15300",13345,120,0,1835
"273","Youngstown-Warren* OH MSA","14299",12993,190,448,668
"274","Yuba City* CA MSA","8973",8973,0,0,0
"275","Yuma* AZ MSA","10202",10202,0,0,0
