"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units"
"167","Minneapolis-St. Paul  MN-WI  MSA","247744",210134,2233,5014,30363
"168","Missoula* MT MSA","6262",2645,108,751,2758
"169","Mobile* AL MSA","33309",32961,281,0,67
"170","Modesto* CA MSA","47315",46888,427,0,0
"171","Monroe* LA MSA","4789",4789,0,0,0
"172","Montgomery* AL MSA","14352",14352,0,0,0
"173","Muncie* IN MSA","3491",3491,0,0,0
"174","Myrtle Beach* SC MSA","28907",22809,144,279,5675
"175","Naples* FL MSA","76313",41208,656,14536,19913
"176","Nashville  TN MSA","128593",121203,1381,491,5518
"177","New London-Norwich* CT-RI MSA","12667",12667,0,0,0
"178","New Orleans* LA MSA","37261",35664,675,200,722
"179","New York-Northern New  Jersey-Long Island  NY-NJ-  CT-PA CMSA","448634",339347,40536,22353,46398
"180","Norfolk-Virginia Beach-  Newport News  VA-NC MSA","111615",87021,270,1405,22919
"181","Ocala* FL MSA","40486",40366,120,0,0
"182","Odessa-Midland* TX MSA","3232",3032,200,0,0
"183","Oklahoma City* OK MSA","58490",58490,0,0,0
"184","Omaha* NE-IA MSA","50079",38379,771,0,10929
"185","Orlando  FL MSA","178406",159549,491,167,18199
"186","Owensboro* KY MSA","5367",5252,115,0,0
"187","Panama City* FL MSA","19372",19372,0,0,0
"188","Parkersburg-Marietta* WV-OH  MSA","1714",1714,0,0,0
"189","Pensacola* FL MSA","37579",36833,746,0,0
"190","Peoria-Pekin* IL MSA","12858",11035,642,286,895
"191","Philadelphia-Wilmington-  Atlantic City  PA-NJ-DE-MD  CMSA","181545",173030,3607,771,4137
"192","Phoenix-Mesa  AZ MSA","477897",443251,2545,1418,30683
"193","Pine Bluff* AR MSA","173",173,0,0,0
"194","Pittsburgh  PA MSA","60885",56848,268,1379,2390
"195","Pittsfield* MA MSA","0",0,0,0,0
"196","Pocatello* ID MSA","1671",1671,0,0,0
"197","Portland* ME MSA","17148",16238,150,566,194
"198","Portland-Salem  OR-WA CMSA","207281",182592,4627,3399,16663
"199","Providence-Fall River-  Warwick* RI-MA MSA","25570",24710,562,298,0
"200","Provo-Orem* UT MSA","25848",24785,378,685,0
"201","Pueblo* CO MSA","13213",12435,280,498,0
"202","Punta Gorda* FL MSA","24345",22711,0,1634,0
"203","Raleigh-Durham-Chapel Hill  NC MSA","189376",181703,1927,206,5540
"204","Rapid City* SD MSA","4192",4192,0,0,0
"205","Reading* PA MSA","6152",5965,187,0,0
"206","Redding* CA MSA","16652",13017,0,3175,460
"207","Reno* NV MSA","52962",50186,0,0,2776
"208","Richland-Kennewick-Pasco*  WA MSA","16203",15553,324,326,0
"209","Richmond-Petersburg  VA MSA","85369",79074,0,0,6295
"210","Roanoke* VA MSA","7048",6944,104,0,0
"211","Rochester* MN MSA","13137",10429,670,642,1396
"212","Rochester* NY MSA","25845",25304,0,0,541
"213","Rockford* IL MSA","12907",12605,119,183,0
"214","Rocky Mount* NC MSA","5181",4236,271,0,674
"215","Sacramento-Yolo  CA CMSA","295446",277013,0,223,18210
"216","Saginaw-Bay City-Midland*  MI MSA","5867",4535,416,332,584
"217","St. Cloud* MN MSA","9701",4406,0,0,5295
"218","St. Joseph* MO MSA","1782",1578,0,0,204
"219","St. Louis  MO-IL MSA","123379",113471,4940,916,4052
"220","Salinas* CA MSA","18318",17328,990,0,0
"221","Salt Lake City-Ogden  UT MSA","117899",87115,1862,4186,24736
"222","San Angelo* TX MSA","1895",1895,0,0,0
"223","San Antonio* TX MSA","115814",96645,1087,0,18082
"224","San Diego  CA MSA","265649",214368,1107,13989,36185
"225","San Francisco-Oakland-San  Jose  CA CMSA","420626",365985,4528,3687,46426
"226","San Luis Obispo-Atascadero-  Paso Robles* CA MSA","28892",28519,0,373,0
"227","Santa Barbara-Santa Maria-  Lompoc* CA MSA","17091",15921,674,496,0
"228","Santa Fe* NM MSA","7566",7011,0,0,555
"229","Sarasota-Bradenton* FL MSA","125453",114535,356,3525,7037
"230","Savannah* GA MSA","19776",17034,0,0,2742
"231","Scranton--Wilkes-Barre--  Hazleton* PA MSA","6738",6438,0,0,300
"232","Seattle-Tacoma-Bremerton  WA CMSA","257102",222791,6512,7413,20386
"233","Sharon* PA MSA","958",958,0,0,0
"234","Sheboygan* WI MSA","1639",1269,370,0,0
"235","Sherman-Denison* TX MSA","2754",2624,130,0,0
"236","Shreveport-Bossier City* LA  MSA","10650",10650,0,0,0
"237","Sioux City* IA-NE MSA","1369",1057,0,0,312
"238","Sioux Falls* SD MSA","8819",8819,0,0,0
"239","South Bend* IN MSA","10181",9046,199,0,936
"240","Spokane* WA MSA","19600",16791,202,315,2292
"241","Springfield* IL MSA","7314",6397,725,0,192
"242","Springfield* MO MSA","26496",26158,200,138,0
"243","Springfield* MA MSA","10991",10532,0,0,459
"244","State College* PA MSA","3501",3501,0,0,0
"245","Steubenville-Weirton* OH-WV  MSA","302",302,0,0,0
"246","Stockton-Lodi* CA MSA","75300",75300,0,0,0
"247","Sumter* SC MSA","958",958,0,0,0
"248","Syracuse* NY MSA","7029",6925,0,0,104
"249","Tallahassee* FL MSA","17557",12486,5071,0,0
"250","Tampa-St. Petersburg-  Clearwater  FL MSA","215168",200246,3787,246,10889
"251","Terre Haute* IN MSA","1604",1604,0,0,0
"252","Texarkana* TX-Texarkana  AR  MSA","1570",1570,0,0,0
"253","Toledo* OH MSA","23355",22507,848,0,0
"254","Topeka* KS MSA","9434",8934,0,500,0
"255","Tucson* AZ MSA","70776",70431,0,345,0
"256","Tulsa* OK MSA","70242",41097,0,0,29145
"257","Tuscaloosa* AL MSA","5890",5890,0,0,0
"258","Tyler* TX MSA","5768",5295,0,150,323
"259","Utica-Rome* NY MSA","1857",1857,0,0,0
"260","Victoria* TX MSA","762",762,0,0,0
"261","Visalia-Tulare-Porterville*  CA MSA","19272",19272,0,0,0
"262","Waco* TX MSA","4373",3218,1155,0,0
"263","Washington-Baltimore  DC-MD-  VA-WV CMSA","515975",418817,8668,7974,80516
"264","Waterloo-Cedar Falls* IA MSA","5056",2253,0,277,2526
"265","Wausau* WI MSA","2505",2505,0,0,0
"266","West Palm Beach-Boca Raton  FL MSA","203198",156710,2891,3106,40491
"267","Wheeling* WV-OH MSA","178",178,0,0,0
"268","Wichita* KS MSA","27696",26929,767,0,0
"269","Wichita Falls* TX MSA","9640",2285,0,0,7355
"270","Wilmington* NC MSA","40020",40020,0,0,0
"271","Yakima* WA MSA","4581",4181,189,211,0
"272","York* PA MSA","12030",11812,218,0,0
"273","Youngstown-Warren* OH MSA","10885",9841,633,411,0
"274","Yuba City* CA MSA","14567",14420,147,0,0
"275","Yuma* AZ MSA","11550",11550,0,0,0
