Date,Sales,DollarVolume,AveragePrice,MedianPrice,TotalListings,MonthsInventory
Jul,392,34622647,88300,72900,3463,11.6
Aug,379,32418902,85500,69500,3423,11.3
Sep,334,29119223,87200,67600,3262,10.6
Oct,308,25662252,83300,66500,3262,10.6
Nov,299,26376533,88200,69300,3218,10.2
Dec,281,24964012,88800,70200,2818,9.1
1994-Jan,200,18000000,90000,71700,2600,8.4
Feb,186,15802322,85000,73500,-,-
Mar,324,28158335,86900,68100,-,-
Apr,296,25013711,84500,65900,-,-
May,320,24561904,76800,65200,-,-
Jun,348,28980751,83300,65200,-,-
Jul,293,24515767,83700,60800,-,-
Aug,351,27942720,79600,64800,-,-
Sep,310,24775578,79900,64400,-,-
Oct,253,21613031,85400,70800,-,-
Nov,261,20712438,79400,64900,-,-
Dec,286,22910888,80100,62400,2224,7.8
1995-Jan,175,11705795,66900,56800,2304,8.1
Feb,223,18406308,82500,64300,2396,8.4
Mar,302,22806177,75500,64400,2384,8.4
Apr,315,26922618,85500,63300,2361,8.2
May,373,29350931,78700,63500,2321,8.0
Jun,398,31066608,78100,65400,2328,7.9
Jul,376,30819533,82000,64500,2317,7.7
Aug,438,37812895,86300,68000,2234,7.2
Sep,364,31679229,87000,64400,2200,7.0
Oct,331,29331112,88600,68000,2150,6.7
Nov,308,25270804,82000,65600,2110,6.5
Dec,312,24295053,77900,64700,1937,5.9
1996-Jan,245,21423669,87400,70200,2010,6.1
Feb,277,22166375,80000,65000,2045,6.1
Mar,333,27591118,82900,65300,2100,6.2
Apr,398,33054977,83100,66300,2100,6.1
May,430,35684496,83000,64200,2100,6.0
Jun,420,37351797,88900,66100,2100,6.0
Jul,431,35965743,83400,66900,2100,5.9
Aug,382,33136454,86700,67200,-,-
Sep,361,33799035,93600,65600,-,-
Oct,368,29865564,81200,67800,-,-
Nov,287,24635658,85800,66700,-,-
Dec,329,27345231,83100,63800,-,-
1997-Jan,254,20735922,81600,64400,-,-
Feb,292,26028934,89100,66400,-,-
Mar,388,33355102,86000,69800,-,-
Apr,387,32315352,83500,70100,2383,6.6
May,488,41156263,84300,69300,2421,6.6
Jun,495,45769317,92500,73200,2424,6.5
Jul,524,48572343,92700,70200,2433,6.4
Aug,484,45764352,94600,72900,2452,6.3
Sep,428,39123664,91400,70000,2420,6.1
Oct,462,41302009,89400,69500,2361,5.9
Nov,325,27591976,84900,72400,2210,5.5
Dec,435,41915706,96400,69700,2062,5.0
1998-Jan,277,24755818,89400,73500,2114,5.1
Feb,357,30773515,86200,71100,2052,4.9
Mar,475,42751294,90000,73400,2076,4.8
Apr,471,42934596,91200,68900,2037,4.7
May,539,53773759,99800,76600,2043,4.7
Jun,576,55274762,96000,77200,2087,4.7
Jul,551,56022018,101700,74200,2070,4.6
Aug,517,49621150,96000,76600,2041,4.5
Sep,466,45650781,98000,78600,2080,4.6
Oct,403,34970968,86800,75800,-,-
Nov,370,35869455,96900,76100,-,-
Dec,384,37384261,97400,76500,-,-
1999-Jan,319,31578668,99000,77100,-,-
Feb,363,35710495,98400,77300,-,-
Mar,553,51111483,92400,74800,2069,4.5
Apr,542,53020735,97800,75800,2125,4.6
May,537,59759827,111300,82800,2130,4.6
Jun,618,66244607,107200,79500,2253,4.8
Jul,582,60892615,104600,82000,2305,4.9
Aug,606,59204632,97700,77800,2281,4.8
Sep,523,48119606,92000,76100,2279,4.7
Oct,480,48913310,101900,79300,2270,4.6
Nov,499,48240450,96700,75700,2109,4.2
Dec,503,50637723,100700,76600,1984,3.9
2000-Jan,325,33417427,102800,79200,2170,4.2
Feb,469,42978548,91600,75000,2251,4.3
Mar,588,57458826,97700,79300,2247,4.3
Apr,487,50344886,103400,82900,2226,4.3
May,630,67131123,106600,81700,2193,4.2
Jun,648,70773279,109200,85900,2212,4.2
Jul,548,57460916,104900,85100,2362,4.5
Aug,638,71524686,112100,87600,2391,4.5
Sep,524,58065223,110800,89000,2519,4.8
Oct,539,57992200,107600,85300,2573,4.8
Nov,521,56157896,107800,88300,2468,4.6
Dec,463,49177284,106200,85500,2248,4.2
2001-Jan,405,38878030,96000,78100,2424,4.5
Feb,447,47433758,106100,88900,2360,4.4
Mar,621,63260951,101900,86000,2511,4.7
Apr,545,57613823,105700,87300,2630,4.8
May,653,72426354,110900,92600,2700,4.9
Jun,665,81662074,122800,96700,2807,5.1
Jul,655,72047979,110000,93200,2871,5.2
Aug,678,76165866,112300,92000,2826,5.0
Sep,537,57133701,106400,89600,2782,5.0
Oct,546,57130944,104600,85900,2769,4.9
Nov,514,62368195,121300,102100,2658,4.7
Dec,515,61800725,120000,97700,2479,4.4
2002-Jan,431,45958126,106600,89400,2643,4.7
Feb,516,55038673,106700,89500,2749,4.8
Mar,588,69148134,117600,95800,2829,5.0
Apr,637,75596818,118700,95100,2929,5.1
May,672,80965065,120500,96800,3008,5.2
Jun,690,80835438,117200,97600,3076,5.3
Jul,732,85046246,116200,96800,3141,5.3
Aug,683,81785711,119700,97200,3241,5.5
Sep,582,65785590,113000,92500,3286,5.5
Oct,600,67906844,113200,95000,3251,5.4
Nov,569,67990033,119500,92900,3132,5.2
Dec,637,76050589,119400,99700,2926,4.8
2003-Jan,447,49212290,110100,93200,3170,5.2
Feb,497,57127853,114900,98800,3159,5.2
Mar,642,75159286,117100,95000,3387,5.5
Apr,667,74314758,111400,94300,3518,5.7
May,668,77590378,116200,96800,3757,6.1
Jun,677,83671558,123600,102300,4021,6.5
Jul,728,89644477,123100,103700,4136,6.7
Aug,795,98176331,123500,102300,4241,6.8
Sep,683,84769870,124100,98300,4406,6.9
Oct,735,82100710,111700,92600,4313,6.7
Nov,552,67568396,122400,102900,4221,6.6
Dec,666,83485458,125400,102800,3918,6.1
2004-Jan,454,48505749,106800,90800,4068,6.3
Feb,609,71408855,117300,95900,4150,6.3
Mar,764,91094771,119200,97100,4235,6.4
Apr,791,91542726,115700,99100,4275,6.3
May,805,102486522,127300,103500,4445,6.5
Jun,865,112276460,129800,109100,4479,6.4
Jul,844,107622675,127500,107100,4651,6.5
Aug,824,103373028,125500,103400,4635,6.5
Sep,732,89184927,121800,101100,4589,6.4
Oct,739,90502176,122500,102900,4597,6.4
Nov,720,90662913,125900,102000,4457,6.1
Dec,760,101641142,133700,104100,4327,5.8
2005-Jan,502,62276332,124100,100600,4785,6.4
Feb,639,75955992,118900,100900,4915,6.6
Mar,887,115990990,130800,109500,5173,6.8
Apr,896,119538362,133400,109900,5249,6.8
May,964,131189607,136100,113000,5137,6.6
Jun,1102,149341658,135500,114000,5207,6.5
Jul,975,133759524,137200,115400,5355,6.6
Aug,1031,139146678,135000,116000,-,-
Sep,952,128949991,135500,117700,5256,6.2
Oct,842,114262341,135700,117000,5322,6.2
Nov,824,111920591,135800,116900,5273,6.1
Dec,827,114747206,138800,120200,5053,5.8
2006-Jan,621,81988837,132000,113800,5230,5.9
Feb,799,104635650,131000,114700,5418,6.1
Mar,1154,152751274,132400,116600,5523,6.0
Apr,977,132340862,135500,115500,5704,6.2
May,1103,151147300,137000,118500,5878,6.3
Jun,1222,176269299,144200,121900,6156,6.5
Jul,1076,146416296,136100,117100,6281,6.6
Aug,1128,164368267,145700,119200,6273,6.5
Sep,1049,141701394,135100,115800,6336,6.5
Oct,992,137084258,138200,118000,6202,6.3
Nov,915,126273432,138000,119500,6139,6.2
Dec,941,131286346,139500,117900,5845,5.9
2007-Jan,727,92948336,127900,109700,5837,5.8
Feb,865,116016778,134100,114000,6003,5.9
Mar,1091,142120227,130300,114500,6372,6.3
Apr,946,136296937,144100,117800,6433,6.4
May,1136,168800115,148600,123500,6454,6.4
Jun,1119,158163280,141300,119200,6465,6.5
Jul,1104,170357642,154300,124100,6499,6.5
Aug,1169,174447960,149200,122200,6355,6.3
Sep,868,124486194,143400,119500,6339,6.4
Oct,923,136771604,148200,116800,6142,6.2
Nov,795,113157402,142300,118600,5930,6.1
Dec,789,111512957,141300,119600,5509,5.7
2008-Jan,600,76896552,128200,113300,5555,5.8
Feb,765,105521997,137900,115700,5554,5.9
Mar,849,122290972,144000,116300,5602,6.1
Apr,907,126866772,139900,114700,5594,6.1
May,1009,159136409,157700,123600,5478,6.0
Jun,996,151722209,152300,120800,5418,6.0
Jul,958,141201081,147400,120000,5467,6.2
Aug,915,133993219,146400,121000,5252,6.1
Sep,850,120144378,141300,116900,5120,5.9
Oct,765,103498850,135300,111500,4934,5.8
Nov,499,65656108,131600,112000,4847,5.9
Dec,622,86036074,138300,110500,4482,5.5
2009-Jan,456,57069228,125200,103500,4705,5.9
Feb,495,65150716,131600,108700,4803,6.2
Mar,660,91422252,138500,109400,4872,6.4
Apr,679,92640869,136400,111100,4843,6.5
